Abbreviated Journal Title;ISSN;{2008} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2008} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J EXP MAR BIOL ECOL;0022-0981;10602;2.074;2.323;0.357;272;>10.0;0.02281;0.766;
J EXP MED;0022-1007;67322;15.219;15.416;3.078;245;8.2;0.27238;7.746;
J EXP NANOSCI;1745-8080;67;1.103;1.138;0.048;21;;0.00052;0.401;
J EXP PSYCHOL ANIM B;0097-7403;1937;2.078;2.127;0.450;40;>10.0;0.00347;0.828;
J EXP PSYCHOL HUMAN;0096-1523;9219;2.947;3.720;0.389;108;>10.0;0.01550;1.504;
J EXP PSYCHOL LEARN;0278-7393;8437;2.973;3.846;0.583;115;>10.0;0.01932;1.772;
J EXP THEOR ARTIF IN;0952-813X;230;0.341;0.571;0.000;14;8.4;0.00042;0.181;
J EXP THEOR PHYS+;1063-7761;10960;0.892;0.859;0.341;226;>10.0;0.00894;0.341;
J EXP ZOOL PART A;1932-5223;771;1.549;1.537;0.274;62;3.6;0.00520;0.478;
J EXP ZOOL PART B;1552-5007;781;3.364;3.227;0.633;49;3.0;0.00674;1.328;
J EXPO SCI ENV EPID;1559-0631;1672;2.196;2.652;0.759;58;5.7;0.00602;0.860;
J FAC AGR KYUSHU U;0023-6152;142;0.192;0.163;0.120;92;6.4;0.00027;0.034;
J FAM NURS;1074-8407;277;0.683;;0.522;23;7.1;0.00044;;
J FAM PRACTICE;0094-3509;2848;1.400;1.477;0.294;34;9.9;0.00289;0.434;
J FELINE MED SURG;1098-612X;588;1.045;1.513;0.250;92;4.4;0.00209;0.341;
J FIELD ORNITHOL;0273-8570;1145;0.991;0.996;0.200;55;>10.0;0.00192;0.314;
J FIELD ROBOT;1556-4959;282;2.684;;0.436;39;2.2;0.00146;;
J FIRE PROT ENG;1042-3915;76;0.308;;0.083;12;;0.00036;;
J FIRE SCI;0734-9041;306;0.962;1.051;0.080;25;6.4;0.00114;0.377;
J FISH BIOL;0022-1112;9983;1.246;1.715;0.276;381;9.9;0.01941;0.558;
J FISH DIS;0140-7775;2322;1.540;2.010;0.295;105;7.7;0.00494;0.533;
J FLUID ENG-T ASME;0098-2202;2320;0.628;0.866;0.030;164;9.6;0.00656;0.403;
J FLUID MECH;0022-1120;30950;2.315;2.714;0.422;450;>10.0;0.06626;1.393;
J FLUID STRUCT;0889-9746;1732;1.380;1.726;0.165;85;6.9;0.00756;0.784;
J FLUORESC;1053-0509;1477;1.880;2.437;0.220;141;4.2;0.00687;0.739;
J FLUORINE CHEM;0022-1139;3720;1.593;1.525;0.294;170;6.7;0.00997;0.422;
J FOOD AGRIC ENVIRON;1459-0255;262;0.282;;0.030;231;3.0;0.00116;;
J FOOD BIOCHEM;0145-8884;577;0.800;0.937;0.151;53;9.7;0.00109;0.239;
J FOOD COMPOS ANAL;0889-1575;2082;2.457;2.586;0.632;117;4.9;0.00554;0.574;
J FOOD DRUG ANAL;1021-9498;326;0.471;0.569;0.079;76;5.8;0.00083;0.131;
J FOOD ENG;0260-8774;8519;2.081;2.362;0.379;417;4.6;0.02363;0.490;
J FOOD HYG SOC JPN;0015-6426;371;0.258;0.375;0.027;73;8.5;0.00050;0.073;
J FOOD LIPIDS;1065-7258;293;0.662;0.959;0.175;40;6.0;0.00067;0.206;
J FOOD NUTR RES;1336-8672;45;0.714;;0.148;27;;0.00012;;
J FOOD PROCESS ENG;0145-8876;462;0.656;0.863;0.091;55;9.0;0.00110;0.252;
J FOOD PROCESS PRES;0145-8892;547;0.313;0.449;0.058;69;>10.0;0.00055;0.116;
J FOOD PROTECT;0362-028X;10335;1.763;2.152;0.169;367;7.1;0.02183;0.493;
J FOOD QUALITY;0146-9428;555;0.471;0.623;0.058;52;>10.0;0.00071;0.133;
J FOOD SAFETY;0149-6085;434;0.562;0.758;0.114;44;>10.0;0.00060;0.204;
J FOOD SCI TECH MYS;0022-1155;942;0.221;0.244;0.016;123;>10.0;0.00085;0.050;
J FOOD SCI;0022-1147;14758;1.489;1.628;0.176;370;>10.0;0.01665;0.404;
J FORAMIN RES;0096-1191;1093;1.140;1.852;0.080;25;>10.0;0.00179;0.663;
J FORENSIC SCI;0022-1198;4142;1.088;1.119;0.169;231;8.7;0.00856;0.318;
J FOREST ECON;1104-6899;107;0.774;;0.000;14;6.1;0.00045;;
J FOREST RES-JPN;1341-6979;298;0.741;;0.020;51;4.3;0.00130;;
J FOREST;0022-1201;1676;1.263;1.550;0.053;38;>10.0;0.00367;0.592;
J FORMOS MED ASSOC;0929-6646;1410;0.640;0.723;0.100;140;7.6;0.00330;0.195;
J FOURIER ANAL APPL;1069-5869;587;1.028;1.279;0.108;37;9.0;0.00479;1.255;
J FRANKLIN I;0016-0032;868;0.616;0.793;0.351;57;9.7;0.00105;0.177;
J FRESHWATER ECOL;0270-5060;592;0.331;0.506;0.049;82;8.3;0.00157;0.158;
J FUEL CELL SCI TECH;1550-624X;279;1.167;1.361;0.147;75;2.7;0.00160;0.372;
J FUNCT ANAL;0022-1236;5059;1.063;1.181;0.156;231;>10.0;0.02931;1.191;
J FUNCT PROGRAM;0956-7968;333;0.976;1.227;0.286;21;7.4;0.00088;0.359;
J FUSION ENERG;0164-0313;160;0.712;0.780;0.068;59;5.2;0.00051;0.195;
J GASTROEN HEPATOL;0815-9319;6304;2.275;2.404;0.475;413;5.1;0.01747;0.564;
J GASTROENTEROL;0944-1174;3557;3.117;2.663;0.391;128;4.8;0.01193;0.643;
J GASTROINTEST SURG;1091-255X;4286;2.311;2.939;0.437;341;4.7;0.01560;0.765;
J GEN APPL MICROBIOL;0022-1260;1005;0.846;1.211;0.146;48;>10.0;0.00190;0.378;
J GEN INTERN MED;0884-8734;8020;2.720;3.601;0.611;352;5.9;0.03183;1.337;
J GEN PHYSIOL;0022-1295;7666;4.711;4.521;1.092;76;>10.0;0.02433;2.335;
J GEN VIROL;0022-1317;17739;3.092;3.226;0.638;354;8.2;0.04616;1.042;
J GENE MED;1099-498X;2804;3.141;3.387;0.563;119;4.1;0.01345;0.954;
J GENET GENOMICS;1673-8527;58;0.358;0.382;0.088;91;;0.00028;0.104;
J GENET PSYCHOL;0022-1325;890;0.447;0.992;0.000;22;>10.0;0.00103;0.364;
J GENET;0022-1333;499;0.640;0.844;0.209;67;>10.0;0.00067;0.206;
J GEOCHEM EXPLOR;0375-6742;1546;0.878;0.977;0.209;43;>10.0;0.00399;0.371;
J GEODESY;0949-7714;992;1.689;1.644;0.345;55;5.7;0.00364;0.531;
J GEODYN;0264-3707;1249;1.692;1.689;1.077;39;6.5;0.00495;0.740;
J GEOL SOC INDIA;0016-7622;1099;0.355;0.344;0.101;148;>10.0;0.00133;0.074;
J GEOL SOC LONDON;0016-7649;4888;2.797;3.090;0.624;85;>10.0;0.01375;1.397;
J GEOL;0022-1376;4394;3.035;2.799;0.415;41;>10.0;0.00666;1.371;
J GEOM ANAL;1050-6926;380;0.806;;0.089;45;7.7;0.00397;;
J GEOM PHYS;0393-0440;990;0.683;0.790;0.189;111;6.7;0.00664;0.551;
J GEOPHYS ENG;1742-2132;135;0.621;0.741;0.119;42;3.2;0.00134;0.347;
J GEOPHYS RES;0148-0227;129836;3.147;3.465;0.677;2860;9.3;0.36980;1.433;
J GEOTECH GEOENVIRON;1090-0241;1811;0.849;1.133;0.207;169;6.5;0.00850;0.549;
J GERIATR PSYCH NEUR;0891-9887;1007;1.794;2.459;0.200;30;7.7;0.00277;0.728;
J GERONTOL NURS;0098-9134;893;0.773;;0.032;62;7.7;0.00160;;
J GLACIOL;0022-1430;2755;1.496;1.941;0.479;71;>10.0;0.00541;0.797;
J GLAUCOMA;1057-0829;1858;2.078;2.094;0.164;122;5.7;0.00612;0.604;
J GLOBAL OPTIM;0925-5001;1779;1.062;1.350;0.171;129;8.2;0.00678;0.653;
J GRAPH THEOR;0364-9024;1377;0.655;0.847;0.178;73;>10.0;0.00727;0.913;
J GREAT LAKES RES;0380-1330;1773;1.393;1.471;0.141;64;8.2;0.00414;0.384;
J GROUP THEORY;1433-5883;157;0.325;0.354;0.088;57;5.0;0.00235;0.447;
J GUID CONTROL DYNAM;0731-5090;3678;0.995;1.282;0.120;183;>10.0;0.00605;0.341;
J HAND SURG-AM;0363-5023;5785;1.447;1.710;0.152;269;>10.0;0.00926;0.451;
J HAND SURG-EUR VOL;1753-1934;2889;0.700;1.148;0.000;129;>10.0;0.00415;0.301;
J HAND THER;0894-1130;625;0.933;;0.128;39;7.5;0.00152;;
J HAZARD MATER;0304-3894;11402;2.975;3.212;0.393;1177;3.0;0.03791;0.661;
J HEADACHE PAIN;1129-2369;396;1.875;;0.293;58;3.0;0.00197;;
J HEALTH ECON;0167-6296;2938;2.118;3.585;0.472;106;7.6;0.01196;1.867;
J HEALTH POLIT POLIC;0361-6878;674;1.338;1.427;0.182;33;7.7;0.00248;0.653;
J HEALTH POPUL NUTR;1606-0997;402;0.847;1.151;0.136;44;4.5;0.00222;0.409;
J HEALTH SCI;1344-9702;690;0.654;0.785;0.067;104;4.7;0.00223;0.183;
J HEART LUNG TRANSPL;1053-2498;5696;3.323;2.805;0.563;215;4.4;0.02032;0.773;
J HEART VALVE DIS;0966-8519;1891;1.112;1.238;0.109;101;6.6;0.00650;0.437;
J HEAT TRANS-T ASME;0022-1481;5323;1.421;1.634;0.063;207;>10.0;0.01058;0.575;
J HELMINTHOL;0022-149X;1096;1.229;1.147;0.138;58;9.9;0.00200;0.316;
J HEPATO-BILIARY-PAN;0944-1166;1654;1.914;;0.219;105;5.7;0.00403;;
J HEPATOL;0168-8278;16961;7.056;6.438;2.179;218;5.9;0.05078;1.801;
J HERED;0022-1503;5465;1.775;2.439;0.366;93;>10.0;0.00853;0.871;
J HERPETOL;0022-1511;2451;0.888;1.112;0.187;91;>10.0;0.00450;0.406;
J HETEROCYCLIC CHEM;0022-152X;4981;0.899;0.922;0.174;293;>10.0;0.00485;0.207;
J HEURISTICS;1381-1231;586;1.064;1.538;0.393;28;7.1;0.00161;0.611;
J HIGH ENERGY PHYS;1126-6708;32281;5.375;4.489;2.752;1165;3.2;0.14955;1.399;
J HIGH SPEED NETW;0926-6801;225;0.196;0.200;0.000;5;9.5;0.00038;0.188;
J HIST BIOL;0022-5010;247;0.422;0.417;0.105;19;>10.0;0.00034;0.157;
J HIST MED ALL SCI;0022-5045;259;0.893;0.635;0.176;17;>10.0;0.00085;0.516;
J HIST NEUROSCI;0964-704X;157;0.737;;0.077;26;6.2;0.00050;;
J HISTOCHEM CYTOCHEM;0022-1554;7973;2.823;2.733;0.435;115;9.9;0.01682;0.947;
J HISTOTECHNOL;0147-8885;202;0.362;0.396;0.000;22;9.7;0.00023;0.078;
J HORTIC SCI BIOTECH;1462-0316;2722;0.862;1.106;0.138;130;9.5;0.00390;0.237;
J HOSP INFECT;0195-6701;4966;2.956;2.962;0.444;153;6.0;0.01628;0.905;
J HOSP MED;1553-5592;313;3.163;;0.557;70;2.1;0.00112;;
J HUM EVOL;0047-2484;4519;3.550;4.310;1.336;137;8.6;0.00984;1.297;
J HUM GENET;1434-5161;2091;2.431;2.181;0.620;129;4.1;0.01112;0.795;
J HUM HYPERTENS;0950-9240;3350;2.637;2.551;0.427;131;6.1;0.01041;0.748;
J HUM LACT;0890-3344;658;0.815;;0.047;43;6.6;0.00167;;
J HUM NUTR DIET;0952-3871;820;1.479;2.088;0.380;50;5.2;0.00262;0.550;
J HYDRAUL ENG-ASCE;0733-9429;5648;1.272;1.885;0.243;185;>10.0;0.00847;0.612;
J HYDRAUL RES;0022-1686;1619;0.883;1.042;0.402;92;>10.0;0.00370;0.434;
J HYDROINFORM;1464-7141;141;0.681;;0.208;24;5.0;0.00069;;
J HYDROL ENG;1084-0699;913;1.007;1.431;0.172;134;6.2;0.00330;0.513;
J HYDROL;0022-1694;14510;2.305;2.868;0.309;404;8.1;0.04008;0.986;
J HYDROMETEOROL;1525-755X;2204;2.953;3.809;0.374;99;4.7;0.01642;1.811;
J HYMENOPT RES;1070-9428;164;0.459;;0.062;16;9.3;0.00032;;
J HYPERBOL DIFFER EQ;0219-8916;102;0.590;0.795;0.000;36;3.6;0.00175;0.620;
J HYPERTENS;0263-6352;13582;5.132;5.001;1.048;292;5.8;0.03994;1.330;
J I BREWING;0046-9750;893;0.759;0.775;0.061;33;>10.0;0.00100;0.212;
J IMAGING SCI TECHN;1062-3701;641;0.619;0.749;0.153;59;7.0;0.00197;0.251;
J IMMUNOASS IMMUNOCH;1532-1819;159;0.825;0.818;0.323;31;4.0;0.00080;0.245;
J IMMUNOL METHODS;0022-1759;10714;2.120;2.337;0.389;211;>10.0;0.01966;0.826;
J IMMUNOL;0022-1767;123910;6.000;6.165;0.955;1860;6.5;0.47587;2.387;
J IMMUNOTHER;1524-9557;1948;3.662;3.797;0.333;96;4.4;0.00837;1.195;
J INCL PHENOM MACRO;0923-0750;2204;1.126;1.264;0.243;140;6.9;0.00459;0.307;
J IND ECOL;1088-1980;791;2.041;;1.652;46;4.5;0.00329;;
J IND ENG CHEM;1226-086X;852;1.235;0.891;0.098;132;3.3;0.00288;0.177;
J IND MANAG OPTIM;1547-5816;172;1.181;1.254;0.259;54;2.4;0.00104;0.372;
J IND MICROBIOL BIOT;1367-5435;3050;1.919;2.091;0.185;200;8.0;0.00664;0.604;
J INDIAN CHEM SOC;0019-4522;2314;0.384;0.374;0.062;225;>10.0;0.00202;0.075;
J INEQUAL APPL;1025-5834;361;0.764;;0.217;120;3.1;0.00217;;
J INF SCI ENG;1016-2364;243;0.242;0.397;0.061;115;4.8;0.00094;0.105;
J INF SCI;0165-5515;729;1.648;1.351;0.167;54;6.9;0.00165;0.335;
J INF TECHNOL;0268-3962;838;1.966;3.097;0.269;26;6.3;0.00212;0.772;
J INFECT DIS;0022-1899;37026;5.682;5.375;1.470;494;7.5;0.12043;2.064;
J INFECTION;0163-4453;3207;3.089;2.654;0.343;134;5.6;0.01071;0.782;
J INHERIT METAB DIS;0141-8955;2688;2.691;2.114;0.351;77;6.0;0.00934;0.678;
J INORG BIOCHEM;0162-0134;7185;3.133;3.188;0.683;240;5.5;0.02420;0.943;
J INORG MATER;1000-324X;692;0.370;0.361;0.043;258;4.5;0.00215;0.080;
J INORG ORGANOMET P;1574-1443;500;1.443;1.550;0.356;59;3.9;0.00170;0.405;
J INSECT BEHAV;0892-7553;1285;1.179;1.189;0.160;50;9.5;0.00260;0.435;
J INSECT CONSERV;1366-638X;483;1.838;;0.333;57;6.4;0.00132;;
J INSECT PHYSIOL;0022-1910;5098;2.155;2.235;0.376;178;9.9;0.00933;0.630;
J INSECT SCI;1536-2442;504;0.963;;0.167;72;4.7;0.00293;;
J INST MATH JUSSIEU;1474-7480;105;0.914;;0.097;31;4.7;0.00295;;
J INSTRUM;1748-0221;74;0.333;;0.359;92;;0.00025;;
J INT MED RES;0300-0605;1024;0.821;0.915;0.136;177;6.8;0.00228;0.223;
J INT NEUROPSYCH SOC;1355-6177;3015;2.625;3.286;0.448;105;5.8;0.01088;1.064;
J INTEGR PLANT BIOL;1672-9072;536;0.859;0.895;0.141;170;2.4;0.00305;0.245;
J INTEL MAT SYST STR;1045-389X;2190;1.293;1.964;0.154;130;7.1;0.00648;0.618;
J INTELL FUZZY SYST;1064-1246;338;0.649;0.651;0.088;34;>10.0;0.00049;0.132;
J INTELL INF SYST;0925-9902;529;1.075;1.410;0.083;24;7.7;0.00101;0.373;
J INTELL MANUF;0956-5515;782;1.018;1.300;0.083;60;6.7;0.00147;0.256;
J INTELL ROBOT SYST;0921-0296;497;0.560;0.682;0.017;60;7.1;0.00106;0.164;
J INTELL TRANSPORT S;1547-2450;60;1.031;;0.059;17;;0.00040;;
J INTERF CYTOK RES;1079-9907;2250;1.774;2.105;0.288;66;6.9;0.00637;0.735;
J INTERN MED;0954-6820;7198;5.412;5.472;1.523;109;6.0;0.02672;1.910;
J INTERV CARD ELECTR;1383-875X;712;1.075;1.158;0.078;90;4.3;0.00295;0.328;
J INVERTEBR PATHOL;0022-2011;3363;2.005;1.971;0.440;150;>10.0;0.00611;0.611;
J INVEST ALLERG CLIN;1018-9068;800;1.254;1.316;0.091;110;4.9;0.00229;0.302;
J INVEST DERM SYMP P;1087-0024;610;1.576;2.185;0.000;6;5.2;0.00268;0.746;
J INVEST DERMATOL;0022-202X;19395;5.251;4.669;1.603;297;7.7;0.05298;1.510;
J INVEST MED;1081-5589;909;1.723;1.736;0.364;44;7.4;0.00267;0.611;
J INVEST SURG;0894-1939;507;1.050;1.298;0.093;43;6.2;0.00168;0.404;
J IRAN CHEM SOC;1735-207X;390;2.215;;0.286;105;2.5;0.00155;;
J IRON STEEL RES INT;1006-706X;190;0.209;0.278;0.004;238;3.5;0.00116;0.093;
J IRRIG DRAIN E-ASCE;0733-9437;1363;0.822;1.264;0.122;115;>10.0;0.00255;0.366;
J JPN I MET;0021-4876;1055;0.392;0.342;0.103;165;>10.0;0.00156;0.082;
J JPN PETROL INST;1346-8804;210;0.591;0.672;0.205;39;4.0;0.00115;0.213;
J JPN SOC FOOD SCI;1341-027X;301;0.136;0.142;0.010;105;>10.0;0.00047;0.041;
J JPN SOC HORTIC SCI;1882-3351;1117;0.653;0.680;0.180;61;>10.0;0.00095;0.110;
J KANSAS ENTOMOL SOC;0022-8567;862;0.375;0.517;0.098;41;>10.0;0.00139;0.214;
J KOREAN MATH SOC;0304-9914;286;0.339;0.348;0.170;112;5.0;0.00202;0.232;
J LAB CLIN MED;0022-2143;5319;2.795;2.274;;0;>10.0;0.00417;0.669;
J LABELLED COMPD RAD;0362-4803;1379;0.698;0.844;0.203;79;7.0;0.00358;0.238;
J LAPAROENDOSC ADV S;1092-6429;1098;0.912;1.086;0.089;169;5.3;0.00301;0.239;
J LARYNGOL OTOL;0022-2151;3985;0.796;0.825;0.050;278;>10.0;0.00629;0.244;
J LASER APPL;1042-346X;313;0.549;0.639;0.065;31;7.7;0.00099;0.230;
J LAW MED ETHICS;1073-1105;814;1.413;1.060;0.500;92;4.8;0.00328;0.352;
J LEUKOCYTE BIOL;0741-5400;12854;4.605;4.689;0.794;340;5.6;0.05527;1.769;
J LIE THEORY;0949-5932;165;0.466;0.490;0.000;29;5.3;0.00206;0.480;
J LIGHTWAVE TECHNOL;0733-8724;12901;2.736;2.839;0.315;438;6.2;0.04551;0.947;
J LIMNOL;1129-5767;285;0.684;;0.053;19;6.0;0.00098;;
J LIPID RES;0022-2275;15572;4.409;4.361;1.142;260;7.7;0.04788;1.574;
J LIPOSOME RES;0898-2104;411;2.089;1.875;0.280;25;6.1;0.00119;0.518;
J LIQ CHROMATOGR R T;1082-6076;2546;1.026;0.981;0.177;220;7.2;0.00601;0.249;
J LOGIC ALGEBR PROGR;1567-8326;150;1.018;0.958;0.257;35;3.6;0.00070;0.265;
J LOGIC COMPUT;0955-792X;571;0.536;1.049;0.083;48;8.2;0.00203;0.445;
J LOND MATH SOC;0024-6107;2663;0.809;0.858;0.174;92;>10.0;0.01138;1.043;
J LOSS PREVENT PROC;0950-4230;573;0.595;0.714;0.116;69;6.4;0.00181;0.231;
J LOW FREQ NOISE V A;0263-0923;115;0.227;0.305;0.000;20;>10.0;0.00026;0.110;
J LOW TEMP PHYS;0022-2291;2978;1.034;0.803;0.763;312;9.1;0.01157;0.450;
J LUMIN;0022-2313;6778;1.628;1.704;0.328;387;7.2;0.02038;0.550;
J MACH LEARN RES;1532-4435;3328;3.116;5.881;0.305;95;5.0;0.02664;2.801;
J MACROMOL SCI A;1060-1325;1918;0.720;0.738;0.158;152;>10.0;0.00301;0.191;
J MACROMOL SCI B;0022-2348;1110;0.963;0.995;0.164;110;7.2;0.00282;0.289;
J MAGN MAGN MATER;0304-8853;20175;1.283;1.342;0.297;836;6.8;0.06642;0.460;
J MAGN RESON IMAGING;1053-1807;8199;2.658;3.041;0.242;389;5.9;0.03122;1.059;
J MAGN RESON;1090-7807;9859;2.438;2.512;0.602;231;9.6;0.02445;0.953;
J MAMMAL;0022-2372;5471;1.737;1.964;0.269;156;>10.0;0.01073;0.673;
J MAMMARY GLAND BIOL;1083-3021;1524;4.167;4.539;0.524;42;6.5;0.00540;1.727;
J MANAGE CARE PHARM;1083-4087;698;1.509;;0.957;70;3.4;0.00290;;
J MANAGE ENG;0742-597X;274;0.562;0.773;0.143;28;7.8;0.00075;0.306;
J MANAGE INFORM SYST;0742-1222;2527;2.358;3.760;0.500;42;8.2;0.00437;1.027;
J MANIP PHYSIOL THER;0161-4754;1447;1.102;1.230;0.213;75;8.5;0.00214;0.250;
J MANUF SCI E-T ASME;1087-1357;1221;0.740;1.073;0.038;133;6.1;0.00436;0.358;
J MANUF SYST;0278-6125;517;0.214;0.492;0.000;6;>10.0;0.00044;0.156;
J MAR BIOL ASSOC UK;0025-3154;4223;1.056;1.187;0.311;212;>10.0;0.00864;0.392;
J MAR RES;0022-2402;2589;1.657;2.156;0.000;20;>10.0;0.00414;1.042;
J MAR SCI TECHNOL;0948-4280;221;0.830;1.035;0.108;37;5.3;0.00081;0.325;
J MARINE SYST;0924-7963;2881;2.255;2.447;0.399;208;6.4;0.01083;0.978;
J MASS SPECTROM;1076-5174;4441;2.940;3.263;0.612;147;5.5;0.01627;1.005;
J MATER CHEM;0959-9428;24636;4.646;4.862;0.783;737;5.0;0.09903;1.570;
J MATER CIVIL ENG;0899-1561;852;0.526;0.854;0.116;86;6.2;0.00431;0.413;
J MATER ENG PERFORM;1059-9495;629;0.403;0.515;0.040;126;6.8;0.00216;0.181;
J MATER PROCESS TECH;0924-0136;11836;1.143;1.402;0.154;927;6.0;0.03737;0.412;
J MATER RES;0884-2914;13437;1.743;2.178;0.326;414;8.4;0.04220;0.893;
J MATER SCI TECHNOL;1005-0302;813;0.869;0.521;0.071;183;4.1;0.00341;0.144;
J MATER SCI-MATER EL;0957-4522;1455;1.054;0.981;0.157;287;4.7;0.00625;0.342;
J MATER SCI-MATER M;0957-4530;5054;1.508;2.254;0.318;440;6.5;0.01210;0.568;
J MATER SCI;0022-2461;21317;1.181;1.346;0.204;945;>10.0;0.05048;0.479;
J MATERN-FETAL NEO M;1476-7058;1022;1.089;;0.241;141;4.0;0.00520;;
J MATH ANAL APPL;0022-247X;13068;1.046;1.212;0.220;1220;8.1;0.05606;0.632;
J MATH BIOL;0303-6812;2641;1.577;1.971;0.639;72;>10.0;0.00630;0.916;
J MATH CHEM;0259-9791;1095;1.435;1.328;0.246;179;6.5;0.00282;0.351;
J MATH ECON;0304-4068;853;0.377;0.571;0.106;94;>10.0;0.00363;0.664;
J MATH FLUID MECH;1422-6928;206;0.940;;0.357;28;4.0;0.00209;;
J MATH IMAGING VIS;0924-9907;804;1.331;2.097;0.339;62;4.9;0.00467;0.927;
J MATH KYOTO U;0023-608X;483;0.308;0.326;0.029;34;>10.0;0.00181;0.350;
J MATH LOG;0219-0613;54;0.684;;;;;0.00118;;
J MATH PHYS;0022-2488;11976;1.085;1.117;0.325;369;>10.0;0.02432;0.568;
J MATH PSYCHOL;0022-2496;1416;1.846;1.822;0.300;30;>10.0;0.00348;0.963;
J MATH SOC JPN;0025-5645;849;0.586;0.573;0.026;38;>10.0;0.00378;0.581;
J MATH SOCIOL;0022-250X;432;1.040;0.933;0.091;11;>10.0;0.00070;0.527;
J MECH BEHAV BIOMED;1751-6161;39;;;1.029;34;;0.00003;;
J MECH DESIGN;1050-0472;2834;1.532;1.931;0.112;161;6.5;0.00615;0.409;
J MECH MED BIOL;0219-5194;51;0.118;;0.081;37;;0.00018;;
J MECH PHYS SOLIDS;0022-5096;9094;3.467;4.447;0.853;184;>10.0;0.02551;2.187;
J MECH SCI TECHNOL;1738-494X;204;0.258;0.265;0.020;294;2.5;0.00104;0.064;
J MECH;1727-7191;169;0.644;0.714;0.100;50;3.8;0.00046;0.135;
J MED CHEM;0022-2623;45190;4.898;5.079;0.915;852;6.9;0.10772;1.278;
J MED ENTOMOL;0022-2585;4771;1.967;2.085;0.352;159;8.5;0.01109;0.615;
J MED ETHICS;0306-6800;1756;1.345;1.532;0.304;214;4.6;0.00535;0.354;
J MED FOOD;1096-620X;959;1.288;;0.078;116;4.0;0.00374;;
J MED GENET;0022-2593;10667;5.713;4.928;1.331;118;5.8;0.04829;2.005;
J MED IMAG RADIAT ON;0004-8461;13;;;0.140;93;;0.00000;;
J MED INTERNET RES;1438-8871;930;3.590;;0.389;54;4.1;0.00458;;
J MED MICROBIOL;0022-2615;4910;2.190;2.417;0.327;254;5.6;0.01758;0.756;
J MED PLANTS RES;1996-0875;13;0.400;0.400;0.063;63;;0.00002;0.044;
J MED PRIMATOL;0047-2565;740;1.047;1.294;0.130;69;8.5;0.00173;0.387;
J MED SCREEN;0969-1413;863;1.802;2.060;0.114;35;6.6;0.00311;0.761;
J MED SPEECH-LANG PA;1065-1438;193;0.388;0.488;;;6.9;0.00056;0.157;
J MED SYST;0148-5598;462;0.674;0.813;0.138;58;5.6;0.00130;0.200;
J MED VIROL;0146-6615;7429;2.576;2.694;0.493;298;6.1;0.02398;0.827;
J MEM LANG;0749-596X;4912;3.271;4.222;0.750;88;9.4;0.01430;1.936;
J MEMBRANE BIOL;0022-2631;4345;2.320;2.476;0.293;58;>10.0;0.01048;0.982;
J MEMBRANE SCI;0376-7388;20638;3.247;3.673;0.397;799;6.4;0.04664;0.816;
J METAMORPH GEOL;0263-4929;3276;3.340;3.802;0.816;49;8.8;0.00792;1.385;
J METEOROL SOC JPN;0026-1165;2336;0.951;1.148;0.111;63;>10.0;0.00648;0.626;
J MICRO-NANOLITH MEM;1537-1646;76;1.067;1.100;0.082;73;;0.00053;0.399;
J MICROBIOL METH;0167-7012;5087;2.000;2.525;0.256;207;5.6;0.01940;0.796;
J MICROBIOL;1225-8873;746;1.385;1.554;0.179;106;3.3;0.00410;0.466;
J MICROELECTROMECH S;1057-7157;4713;2.226;3.335;0.239;155;5.9;0.01539;0.972;
J MICROENCAPSUL;0265-2048;1594;1.314;1.869;0.226;53;7.5;0.00294;0.433;
J MICROLITH MICROFAB;1537-1646;287;1.217;1.024;;0;3.8;0.00180;0.326;
J MICROMECH MICROENG;0960-1317;6387;2.233;2.811;0.291;405;4.3;0.02643;0.776;
J MICROPALAEONTOL;0262-821X;221;0.406;0.627;0.167;6;>10.0;0.00041;0.224;
J MICROSC-OXFORD;0022-2720;4726;1.409;2.071;0.348;273;8.5;0.01184;0.770;
J MIDWIFERY WOM HEAL;1526-9523;514;1.068;1.083;0.385;65;4.2;0.00217;0.291;
J MIN SCI+;1062-7391;197;0.187;0.194;0.069;58;7.3;0.00055;0.064;
J MINER PETROL SCI;1345-6296;177;0.796;;0.265;49;4.2;0.00107;;
J MINIM INVAS GYN;1553-4650;648;1.581;1.856;0.278;151;2.5;0.00245;0.340;
J MOD DYNAM;1930-5311;35;1.080;1.080;0.222;27;;0.00043;0.769;
J MOD OPTIC;0950-0340;3752;1.062;1.105;0.253;288;8.5;0.01112;0.442;
J MOL BIOL;0022-2836;67735;4.146;4.521;0.955;1054;8.7;0.23383;2.147;
J MOL CATAL A-CHEM;1381-1169;14318;2.814;2.801;0.489;354;4.7;0.05231;0.760;
J MOL CATAL B-ENZYM;1381-1177;2790;2.015;1.996;0.360;114;5.7;0.00867;0.545;
J MOL CELL CARDIOL;0022-2828;9279;5.054;4.875;0.888;179;6.6;0.03325;1.796;
J MOL DIAGN;1525-1578;1467;3.643;3.551;0.938;64;3.4;0.00892;1.245;
J MOL ENDOCRINOL;0952-5041;2983;3.225;3.146;0.459;61;5.5;0.01189;1.060;
J MOL EVOL;0022-2844;8536;2.762;2.923;0.398;123;>10.0;0.01967;1.215;
J MOL GRAPH MODEL;1093-3263;3798;2.347;2.684;0.352;122;>10.0;0.00591;0.779;
