Abbreviated Journal Title;ISSN;{2010} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2010} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J DRUGS DERMATOL;1545-9616;1396;1.954;;0.121;199;3.7;0.00461;;
J DTSCH DERMATOL GES;1610-0379;937;1.485;;0.227;119;3.3;0.00350;;
J DYN CONTROL SYST;1079-2724;193;0.388;0.523;0.172;29;7.4;0.00118;0.467;
J DYN DIFFER EQU;1040-7294;715;1.375;;0.094;32;9.0;0.00273;;
J EARTH SCI-CHINA;1674-487X;33;0.286;0.286;0.049;182;;0.00015;0.094;
J EARTH SYST SCI;0253-4126;340;0.941;1.055;0.045;66;3.6;0.00272;0.452;
J EARTHQ ENG;1363-2469;605;0.843;1.049;0.136;59;5.6;0.00357;0.599;
J EARTHQ TSUNAMI;1793-4311;25;0.406;0.471;0.040;25;;0.00014;0.140;
J ECOL;0022-0477;12107;5.260;5.685;1.094;138;>10.0;0.02482;2.089;
J ECON ENTOMOL;0022-0493;9345;1.489;1.652;0.181;277;>10.0;0.01207;0.450;
J ECONOMETRICS;0304-4076;8244;1.815;2.823;0.309;139;>10.0;0.03767;3.031;
J ECT;1095-0680;809;1.331;1.319;0.774;62;5.7;0.00135;0.243;
J ELASTICITY;0374-3535;1326;1.160;1.465;0.405;37;>10.0;0.00309;0.800;
J ELASTOM PLAST;0095-2443;195;0.510;0.683;0.032;31;8.1;0.00034;0.168;
J ELECTROANAL CHEM;1572-6657;21617;2.732;2.668;0.478;314;>10.0;0.02341;0.694;
J ELECTROCARDIOL;0022-0736;1513;1.109;1.105;0.655;110;6.2;0.00320;0.278;
J ELECTROCERAM;1385-3449;1981;0.674;1.172;0.156;77;5.6;0.00792;0.465;
J ELECTROCHEM SOC;0013-4651;43533;2.420;2.716;0.488;1137;10.0;0.07622;0.821;
J ELECTROMAGNET WAVE;0920-5071;1432;1.376;0.991;0.262;237;2.9;0.00509;0.257;
J ELECTROMYOGR KINES;1050-6411;2669;2.372;2.601;0.340;159;6.3;0.00620;0.693;
J ELECTRON IMAGING;1017-9909;892;0.506;0.682;0.046;108;6.8;0.00181;0.226;
J ELECTRON MATER;0361-5235;4936;1.390;1.483;0.173;427;6.7;0.01287;0.451;
J ELECTRON MICROSC;0022-0744;1120;1.770;1.411;0.224;85;9.0;0.00254;0.581;
J ELECTRON PACKAGING;1043-7398;734;0.564;0.955;0.042;48;6.9;0.00178;0.296;
J ELECTRON SPECTROSC;0368-2048;3992;1.750;1.205;0.500;140;>10.0;0.00751;0.448;
J ELEMENTOL;1644-2296;101;0.354;;0.000;46;2.9;0.00015;;
J EMERG MED;0736-4679;2606;1.552;1.325;0.262;237;7.9;0.00663;0.463;
J EMERG NURS;0099-1767;615;0.429;0.617;0.179;78;6.4;0.00169;0.195;
J EMPIR RES HUM RES;1556-2646;143;0.897;;0.355;31;3.3;0.00076;;
J ENDOCRINOL INVEST;0391-4097;3481;1.476;1.829;0.224;134;6.9;0.00835;0.521;
J ENDOCRINOL;0022-0795;10293;3.099;3.169;0.828;128;8.7;0.02018;0.954;
J ENDODONT;0099-2399;9285;3.291;3.424;0.666;344;6.4;0.01178;0.493;
J ENDOUROL;0892-7790;3965;1.729;1.778;0.247;320;4.2;0.01296;0.452;
J ENDOVASC THER;1526-6028;2637;2.942;2.933;0.875;88;5.1;0.00693;0.706;
J ENERG MATER;0737-0652;209;0.625;0.833;0.211;19;>10.0;0.00043;0.284;
J ENG DESIGN;0954-4828;369;0.815;0.970;0.083;36;6.4;0.00092;0.285;
J ENG EDUC;1069-4730;918;2.219;3.235;0.241;29;5.8;0.00187;0.628;
J ENG FIBER FABR;1558-9250;67;0.771;;0.000;24;;0.00039;;
J ENG GAS TURB POWER;0742-4795;1800;0.464;0.732;0.122;263;8.8;0.00347;0.261;
J ENG MATER-T ASME;0094-4289;1685;0.695;1.141;0.159;63;>10.0;0.00334;0.514;
J ENG MATH;0022-0833;931;0.799;0.841;0.387;75;8.1;0.00302;0.440;
J ENG MECH-ASCE;0733-9399;4822;0.956;1.196;0.153;150;>10.0;0.00865;0.660;
J ENG TECHNOL;0747-9964;32;0.053;0.125;0.000;10;;0.00003;0.030;
J ENG THERMOPHYS-RUS;1810-2328;38;0.209;;0.120;25;;0.00022;;
J ENHANC HEAT TRANSF;1065-5131;204;0.400;0.602;0.000;26;6.7;0.00052;0.215;
J ENTOMOL RES SOC;1302-0250;29;0.200;;0.033;30;;0.00006;;
J ENTOMOL SCI;0749-8004;542;0.330;0.360;0.067;45;>10.0;0.00063;0.115;
J ENVIRON ENG GEOPH;1083-1363;263;0.837;1.104;0.000;18;5.9;0.00119;0.489;
J ENVIRON ENG LANDSC;1648-6897;178;1.333;;0.132;38;3.1;0.00029;;
J ENVIRON ENG SCI;1496-2551;429;0.667;0.976;;0;5.4;0.00142;0.286;
J ENVIRON ENG-ASCE;0733-9372;3641;1.117;1.217;0.187;166;10.0;0.00555;0.354;
J ENVIRON HEALTH;0022-0892;425;0.849;0.904;0.188;32;6.4;0.00129;0.303;
J ENVIRON INFORM;1726-2135;162;1.145;0.839;0.333;21;3.5;0.00050;0.216;
J ENVIRON MANAGE;0301-4797;6060;2.596;2.760;0.333;234;4.2;0.01949;0.740;
J ENVIRON MONITOR;1464-0325;3058;1.810;2.083;0.440;232;5.3;0.01003;0.627;
J ENVIRON PATHOL TOX;0731-8898;733;1.107;1.500;0.065;31;9.3;0.00105;0.327;
J ENVIRON PROT ECOL;1311-5065;141;0.178;;0.006;179;4.6;0.00022;;
J ENVIRON QUAL;0047-2425;12002;2.236;2.738;0.491;218;9.1;0.02069;0.864;
J ENVIRON RADIOACTIV;0265-931X;2826;1.466;1.484;0.269;145;6.9;0.00721;0.470;
J ENVIRON SCI HEAL A;1093-4529;2380;1.107;1.263;0.143;203;5.5;0.00575;0.296;
J ENVIRON SCI HEAL B;0360-1234;1090;1.119;1.087;0.162;105;5.9;0.00244;0.255;
J ENVIRON SCI HEAL C;1059-0501;283;4.840;4.380;0.091;11;3.4;0.00115;1.176;
J ENVIRON SCI-CHINA;1001-0742;1950;1.513;1.339;0.064;283;3.4;0.00722;0.313;
J ENZYM INHIB MED CH;1475-6366;1479;1.574;1.630;0.310;116;4.4;0.00335;0.301;
J EPIDEMIOL COMMUN H;0143-005X;8674;2.983;3.787;0.740;169;7.3;0.02419;1.418;
J EPIDEMIOL;0917-5040;1084;2.110;2.203;0.389;95;6.7;0.00241;0.583;
J EQUINE VET SCI;0737-0806;575;0.729;0.735;0.179;78;8.5;0.00100;0.166;
J ESSENT OIL BEAR PL;0972-060X;154;0.309;;0.145;55;3.4;0.00037;;
J ESSENT OIL RES;1041-2905;2373;0.643;0.821;0.108;166;8.9;0.00239;0.133;
J ESTHET RESTOR DENT;1496-4155;402;0.736;;0.212;33;5.8;0.00136;;
J ETHNOPHARMACOL;0378-8741;15747;2.466;3.216;0.306;527;6.4;0.02341;0.538;
J ETHOL;0289-0771;534;0.857;1.081;0.365;63;5.8;0.00162;0.355;
J EUKARYOT MICROBIOL;1066-5234;2424;2.397;2.245;0.281;64;7.4;0.00599;0.740;
J EUR ACAD DERMATOL;0926-9959;3781;3.309;2.821;0.452;228;4.2;0.01177;0.703;
J EUR CERAM SOC;0955-2219;12629;2.574;2.265;0.523;428;6.1;0.03592;0.702;
J EUR MATH SOC;1435-9855;423;1.353;1.669;0.145;55;4.3;0.00681;2.105;
J EUR OPT SOC-RAPID;1990-2573;183;1.044;0.967;0.625;56;2.1;0.00100;0.335;
J EVAL CLIN PRACT;1356-1294;1288;1.003;1.334;0.442;197;4.3;0.00450;0.408;
J EVOL BIOCHEM PHYS+;0022-0930;650;0.573;0.583;0.079;63;9.0;0.00101;0.136;
J EVOL EQU;1424-3199;308;0.794;1.078;0.049;41;5.3;0.00300;1.001;
J EVOLUTION BIOL;1010-061X;7487;3.656;4.080;0.500;264;5.3;0.03331;1.687;
J EXERC SCI FIT;1728-869X;43;0.421;;0.000;17;;0.00017;;
J EXOT PET MED;1557-5063;51;0.359;0.385;0.000;36;;0.00025;0.099;
J EXP ANAL BEHAV;0022-5002;2556;1.211;1.569;0.471;51;>10.0;0.00188;0.404;
J EXP BIOL;0022-0949;22434;3.040;3.424;0.786;463;8.3;0.04781;1.131;
J EXP BOT;0022-0957;19767;4.818;4.990;0.719;356;6.6;0.05017;1.470;
J EXP CLIN CANC RES;1756-9966;1316;1.921;1.504;0.320;172;4.4;0.00397;0.419;
J EXP MAR BIOL ECOL;0022-0981;11318;1.910;2.277;0.304;250;>10.0;0.02014;0.743;
J EXP MED;0022-1007;68749;14.776;15.700;3.041;242;8.9;0.22146;7.984;
J EXP NANOSCI;1745-8080;153;0.955;1.176;0.096;52;3.4;0.00092;0.377;
J EXP PSYCHOL ANIM B;0097-7403;2008;1.813;2.115;0.622;45;>10.0;0.00333;0.756;
J EXP PSYCHOL HUMAN;0096-1523;9966;2.785;3.716;0.328;125;>10.0;0.01511;1.393;
J EXP PSYCHOL LEARN;0278-7393;8875;2.761;3.519;0.585;123;>10.0;0.01650;1.605;
J EXP THEOR ARTIF IN;0952-813X;207;0.655;0.581;0.000;15;>10.0;0.00036;0.196;
J EXP THEOR PHYS+;1063-7761;9914;0.946;0.904;0.189;212;>10.0;0.00838;0.381;
J EXP ZOOL PART A;1932-5223;927;1.500;1.565;0.365;63;4.7;0.00378;0.474;
J EXP ZOOL PART B;1552-5007;1000;2.373;2.838;0.375;56;4.1;0.00638;1.204;
J EXPO SCI ENV EPID;1559-0631;1992;3.132;2.978;0.803;61;6.1;0.00685;1.123;
J FAC ENG ARCHIT GAZ;1300-1884;62;0.136;;0.021;94;;0.00008;;
J FAM NURS;1074-8407;415;1.689;1.713;0.545;22;6.5;0.00061;0.288;
J FELINE MED SURG;1098-612X;1126;1.681;1.844;0.336;137;4.0;0.00275;0.350;
J FIELD ORNITHOL;0273-8570;1169;0.849;1.098;0.065;46;>10.0;0.00226;0.421;
J FIELD ROBOT;1556-4959;654;3.580;3.542;0.386;44;3.1;0.00278;0.796;
J FIRE PROT ENG;1042-3915;113;0.154;;0.167;12;8.1;0.00042;;
J FIRE SCI;0734-9041;383;0.942;1.069;0.250;24;7.5;0.00092;0.364;
J FISH BIOL;0022-1112;10719;1.330;1.515;0.309;324;>10.0;0.01595;0.464;
J FISH DIS;0140-7775;2868;1.603;1.985;0.318;110;8.4;0.00482;0.524;
J FIX POINT THEORY A;1661-7738;93;0.545;0.756;0.069;29;;0.00131;0.564;
J FLOOD RISK MANAG;1753-318X;66;1.176;1.176;0.214;28;;0.00029;0.287;
J FLUID ENG-T ASME;0098-2202;2475;0.440;0.772;0.071;155;9.6;0.00544;0.358;
J FLUID MECH;0022-1120;33625;2.453;2.819;0.532;524;>10.0;0.06018;1.350;
J FLUID STRUCT;0889-9746;2025;1.470;1.718;0.164;67;7.6;0.00659;0.810;
J FLUORESC;1053-0509;2055;1.966;2.224;0.290;145;5.0;0.00664;0.615;
J FLUORINE CHEM;0022-1139;4530;1.719;1.868;0.521;194;7.0;0.00863;0.455;
J FOOD AGRIC ENVIRON;1459-0255;659;0.425;0.425;0.106;578;3.0;0.00152;0.064;
J FOOD BIOCHEM;0145-8884;790;0.625;1.138;0.211;109;8.2;0.00131;0.266;
J FOOD COMPOS ANAL;0889-1575;2796;1.948;2.883;0.450;120;5.2;0.00722;0.678;
J FOOD DRUG ANAL;1021-9498;464;0.615;0.695;0.075;53;6.3;0.00091;0.149;
J FOOD ENG;0260-8774;11287;2.168;2.616;0.418;431;5.2;0.02691;0.567;
J FOOD HYG SOC JPN;0015-6426;428;0.436;0.387;;0;8.7;0.00040;0.062;
J FOOD LIPIDS;1065-7258;442;0.952;1.116;;0;6.5;0.00103;0.291;
J FOOD NUTR RES;1336-8672;77;0.769;;0.000;28;;0.00041;;
J FOOD PROCESS ENG;0145-8876;624;0.875;1.077;0.089;90;7.6;0.00126;0.263;
J FOOD PROCESS PRES;0145-8892;708;0.523;0.787;0.056;124;>10.0;0.00111;0.190;
J FOOD PROTECT;0362-028X;11185;1.720;2.001;0.247;287;7.9;0.01713;0.447;
J FOOD QUALITY;0146-9428;569;0.534;0.828;0.123;73;9.3;0.00103;0.203;
J FOOD SAFETY;0149-6085;519;0.702;0.962;0.080;75;>10.0;0.00080;0.224;
J FOOD SCI TECH MYS;0022-1155;1005;0.477;0.386;0.034;116;>10.0;0.00103;0.074;
J FOOD SCI;0022-1147;16581;1.733;2.059;0.209;465;>10.0;0.01799;0.517;
J FOOT ANKLE SURG;1067-2516;1118;0.760;;0.126;135;6.9;0.00264;;
J FORAMIN RES;0096-1191;1094;1.431;1.723;0.227;22;>10.0;0.00163;0.642;
J FORENSIC SCI;0022-1198;4893;1.159;1.270;0.236;271;9.6;0.00760;0.330;
J FORMOS MED ASSOC;0929-6646;1670;1.125;0.942;0.191;110;6.8;0.00388;0.259;
J FOURIER ANAL APPL;1069-5869;741;1.747;1.476;0.255;47;7.8;0.00480;1.317;
J FR OPHTALMOL;0181-5512;846;0.454;0.477;0.065;93;6.9;0.00161;0.111;
J FRANKLIN I;0016-0032;1070;1.492;1.219;0.260;123;9.3;0.00229;0.373;
J FRESHWATER ECOL;0270-5060;672;0.399;0.438;0.050;80;8.7;0.00120;0.138;
J FRICT WEAR+;1068-3666;208;0.204;;0.050;60;>10.0;0.00025;;
J FUEL CELL SCI TECH;1550-624X;523;0.884;1.330;0.273;132;3.8;0.00264;0.393;
J FUNCT ANAL;0022-1236;6127;1.196;1.325;0.276;272;>10.0;0.03389;1.404;
J FUNCT FOODS;1756-4646;73;1.308;1.308;0.161;31;;0.00031;0.305;
J FUNCT PROGRAM;0956-7968;452;1.370;1.414;0.188;16;7.4;0.00093;0.413;
J FUNCT SPACE APPL;0972-6802;66;0.706;;0.000;15;;0.00103;;
J FUSION ENERG;0164-0313;402;1.886;1.338;0.118;110;2.5;0.00107;0.266;
J GASTROEN HEPATOL;0815-9319;6942;2.410;2.350;0.474;287;5.0;0.02198;0.677;
J GASTROENTEROL;0944-1174;4475;3.610;3.216;0.739;134;5.0;0.01385;0.916;
J GASTROINTEST LIVER;1841-8724;460;1.434;;0.274;62;3.1;0.00208;;
J GASTROINTEST SURG;1091-255X;5818;2.733;2.787;0.356;284;4.4;0.02094;0.831;
J GEN APPL MICROBIOL;0022-1260;1120;1.000;1.048;;;>10.0;0.00169;0.349;
J GEN INTERN MED;0884-8734;10306;2.761;3.623;0.809;230;6.0;0.03981;1.498;
J GEN PHYSIOL;0022-1295;7884;4.283;4.712;1.138;80;>10.0;0.01957;2.278;
J GEN PLANT PATHOL;1345-2630;466;0.687;;0.081;62;5.4;0.00141;;
J GEN VIROL;0022-1317;19203;3.568;3.351;0.900;349;8.6;0.04004;1.074;
J GENE MED;1099-498X;3458;3.079;3.235;0.527;93;5.5;0.00998;0.848;
J GENET GENOMICS;1673-8527;414;1.494;1.323;0.169;77;2.6;0.00211;0.371;
J GENET PSYCHOL;0022-1325;803;0.909;1.222;0.000;21;>10.0;0.00094;0.414;
J GENET;0022-1333;698;1.338;1.172;0.077;65;9.6;0.00158;0.342;
J GEOCHEM EXPLOR;0375-6742;2096;2.125;1.578;0.422;90;>10.0;0.00395;0.486;
J GEODESY;0949-7714;1316;1.880;2.259;0.456;57;4.8;0.00689;1.020;
J GEODYN;0264-3707;1405;1.197;1.425;1.000;65;8.2;0.00379;0.667;
J GEOGR SCI;1009-637X;276;0.673;;0.014;69;4.8;0.00072;;
J GEOL SOC INDIA;0016-7622;1194;0.396;0.395;0.126;111;>10.0;0.00190;0.116;
J GEOL SOC LONDON;0016-7649;6496;3.312;3.671;0.628;94;>10.0;0.01265;1.463;
J GEOM ANAL;1050-6926;492;0.978;1.005;0.119;42;6.9;0.00481;1.299;
J GEOM PHYS;0393-0440;1132;0.652;0.760;0.364;151;7.0;0.00571;0.513;
J GEOPHYS ENG;1742-2132;212;0.805;0.808;0.048;42;3.8;0.00126;0.304;
J GEOPHYS RES;0148-0227;145689;3.303;3.621;0.638;2995;9.6;0.34399;1.484;
J GEOSCI-CZECH;1802-6222;86;1.026;;0.565;23;;0.00041;;
J GEOTECH GEOENVIRON;1090-0241;2484;0.687;1.146;0.216;167;7.4;0.00913;0.576;
J GERIATR ONCOL;1879-4068;5;;;0.357;14;;0.00000;;
J GERIATR PSYCH NEUR;0891-9887;1021;2.131;2.570;0.379;29;7.2;0.00269;0.874;
J GERONTOL A-BIOL;1079-5006;8843;3.988;4.241;0.742;163;6.7;0.02543;1.433;
J GERONTOL B-PSYCHOL;1079-5014;3965;1.963;2.883;0.268;82;7.9;0.00977;1.032;
J GERONTOL NURS;0098-9134;910;0.760;;0.076;66;7.8;0.00163;;
J GLACIOL;0022-1430;3876;2.603;2.599;0.376;85;>10.0;0.00602;0.826;
J GLAUCOMA;1057-0829;2037;1.533;1.848;0.137;117;6.0;0.00640;0.607;
J GLOBAL OPTIM;0925-5001;2403;1.160;1.433;0.182;121;9.2;0.00753;0.700;
J GRAPH THEOR;0364-9024;1344;0.561;0.703;0.143;77;>10.0;0.00568;0.817;
J GREAT LAKES RES;0380-1330;2234;1.305;1.789;1.065;124;7.9;0.00356;0.438;
J GREY SYST-UK;0957-3720;209;0.370;;0.000;46;>10.0;0.00016;;
J GRID COMPUT;1570-7873;343;1.556;;0.107;28;4.7;0.00130;;
J GROUP THEORY;1433-5883;209;0.347;0.401;0.092;65;5.2;0.00264;0.470;
J GYNECOL OBST BIO R;0368-2315;885;0.588;;0.070;142;6.8;0.00137;;
J HAND SURG-AM;0363-5023;6928;1.439;1.743;0.172;302;>10.0;0.01087;0.481;
J HAND SURG-EUR VOL;1753-1934;3288;0.868;1.141;0.113;97;>10.0;0.00444;0.366;
J HAND THER;0894-1130;664;1.164;;0.276;29;7.8;0.00128;;
J HARD TISSUE BIOL;1341-7649;70;0.674;;0.100;30;;0.00016;;
J HATTORI BOT LAB;0073-0912;600;;0.720;;;>10.0;0.00047;0.243;
J HAZARD MATER;0304-3894;28060;3.723;3.997;0.571;1638;3.0;0.08936;0.808;
J HEAD TRAUMA REHAB;0885-9701;2113;2.779;3.951;0.688;48;7.2;0.00533;1.227;
J HEADACHE PAIN;1129-2369;661;2.015;;0.603;78;3.2;0.00284;;
J HEALTH ECON;0167-6296;3381;2.234;2.777;0.288;73;8.3;0.01269;1.747;
J HEALTH POLIT POLIC;0361-6878;682;1.048;1.442;0.296;27;8.6;0.00196;0.618;
J HEALTH POPUL NUTR;1606-0997;638;1.109;1.434;0.103;78;4.8;0.00280;0.525;
J HEALTH SCI;1344-9702;834;0.742;0.803;0.141;92;5.4;0.00211;0.184;
J HEART LUNG TRANSPL;1053-2498;6798;3.426;3.096;0.805;185;5.4;0.02261;0.947;
J HEART VALVE DIS;0966-8519;1866;0.927;1.178;0.188;112;7.3;0.00417;0.370;
J HEAT TRANS-T ASME;0022-1481;5817;0.940;1.552;0.238;227;>10.0;0.01008;0.546;
J HELMINTHOL;0022-149X;1231;1.544;1.544;0.338;65;9.3;0.00248;0.450;
J HEMATOL ONCOL;1756-8722;260;2.934;2.934;0.783;46;1.6;0.00091;0.615;
J HEPATO-BIL-PAN SCI;1868-6974;1831;1.963;1.968;0.076;132;5.0;0.00548;0.530;
J HEPATOL;0168-8278;18481;9.334;7.404;1.708;236;6.0;0.05365;2.316;
J HERED;0022-1503;5962;2.249;2.396;0.427;110;>10.0;0.00824;0.859;
J HERPETOL;0022-1511;2452;1.078;1.122;0.287;80;>10.0;0.00335;0.374;
J HEURISTICS;1381-1231;629;1.623;1.683;0.175;40;8.0;0.00202;0.844;
J HIGH ENERGY PHYS;1126-6708;40552;6.049;4.753;2.177;1412;3.3;0.15430;1.392;
J HIST ASTRON;0021-8286;124;0.283;0.298;0.111;18;9.0;0.00038;0.159;
J HIST BIOL;0022-5010;436;1.073;0.860;0.238;21;>10.0;0.00091;0.437;
J HIST MED ALL SCI;0022-5045;288;0.400;0.718;0.000;15;>10.0;0.00078;0.565;
J HIST NEUROSCI;0964-704X;118;0.229;;0.000;18;8.9;0.00030;;
J HISTOCHEM CYTOCHEM;0022-1554;8138;2.381;2.644;0.444;99;>10.0;0.01166;0.885;
J HISTOTECHNOL;0147-8885;155;0.339;0.313;0.286;14;>10.0;0.00022;0.084;
J HOMOTOPY RELAT STR;1512-2891;23;0.394;0.338;0.000;17;;0.00039;0.295;
J HOPKINS APL TECH D;0270-5214;191;0.000;0.242;0.000;74;>10.0;0.00014;0.074;
J HORTIC SCI BIOTECH;1462-0316;2251;0.546;0.769;0.158;95;>10.0;0.00262;0.188;
J HOSP INFECT;0195-6701;5557;3.078;3.186;0.718;163;6.2;0.01621;1.031;
J HOSP MED;1553-5592;581;1.951;;0.377;138;2.7;0.00364;;
J HUAZHONG U SCI-MED;1672-0733;466;0.405;;0.065;154;3.8;0.00172;;
J HUM EVOL;0047-2484;5660;3.843;4.291;1.615;78;8.4;0.01471;1.594;
J HUM GENET;1434-5161;2494;2.496;2.276;0.521;144;4.6;0.01010;0.797;
J HUM HYPERTENS;0950-9240;3306;2.176;2.127;0.790;105;6.8;0.00762;0.612;
J HUM KINET;1640-5544;46;0.321;;0.053;57;;0.00007;;
J HUM LACT;0890-3344;852;1.329;1.534;0.237;38;7.6;0.00138;0.370;
J HUM NUTR DIET;0952-3871;1076;1.789;1.948;1.600;85;5.2;0.00242;0.499;
J HYDRAUL ENG-ASCE;0733-9429;5734;1.227;1.692;0.195;113;>10.0;0.00785;0.587;
J HYDRAUL RES;0022-1686;1795;1.005;1.051;0.248;113;>10.0;0.00285;0.338;
J HYDRO-ENVIRON RES;1570-6443;57;0.907;0.914;0.095;42;;0.00053;0.465;
J HYDRODYN;1001-6058;560;1.475;;0.200;105;2.8;0.00103;;
J HYDROINFORM;1464-7141;263;1.200;1.300;0.000;36;4.8;0.00088;0.375;
J HYDROL ENG;1084-0699;1323;0.787;1.385;0.187;107;5.9;0.00424;0.460;
J HYDROL HYDROMECH;0042-790X;78;0.553;;0.038;26;;0.00020;;
J HYDROL;0022-1694;18635;2.514;3.118;0.448;484;8.1;0.04432;1.037;
J HYMENOPT RES;1070-9428;225;0.500;0.505;0.286;21;>10.0;0.00028;0.145;
J HYPERBOL DIFFER EQ;0219-8916;207;0.778;1.050;0.037;27;4.3;0.00274;0.884;
J HYPERTENS;0263-6352;13830;3.980;4.359;0.805;282;6.6;0.03369;1.214;
J I BREWING;0046-9750;957;0.897;1.014;0.026;38;>10.0;0.00086;0.203;
J I TELECOMMUN PROF;1755-9278;1;0.016;0.013;0.000;8;;0.00000;0.002;
J IMAGING SCI TECHN;1062-3701;523;0.504;0.477;0.155;58;9.0;0.00104;0.161;
J IMMUNOASS IMMUNOCH;1532-1819;184;0.862;0.788;0.111;27;4.1;0.00061;0.202;
J IMMUNOL METHODS;0022-1759;11772;2.340;2.322;0.376;178;>10.0;0.01445;0.756;
J IMMUNOL;0022-1767;130561;5.745;5.909;1.006;1603;7.0;0.40291;2.245;
J IMMUNOTHER;1524-9557;2500;3.593;3.756;0.701;97;4.5;0.00928;1.165;
J IMMUNOTOXICOL;1547-691X;254;1.955;;0.162;37;2.9;0.00109;;
J INCL PHENOM MACRO;0923-0750;2221;1.220;1.211;0.298;161;7.6;0.00372;0.255;
J IND ECOL;1088-1980;1274;2.426;3.097;1.032;63;5.4;0.00394;0.932;
J IND ENG CHEM;1226-086X;1541;2.149;1.467;0.356;180;3.2;0.00443;0.303;
J IND MANAG OPTIM;1547-5816;203;0.638;0.822;0.036;56;3.4;0.00178;0.377;
J IND MICROBIOL BIOT;1367-5435;4326;2.416;2.465;0.400;140;7.8;0.00793;0.590;
J IND TEXT;1528-0837;167;0.811;;0.050;20;5.6;0.00049;;
J INEQUAL APPL;1025-5834;677;0.879;0.879;0.189;264;3.4;0.00346;0.332;
J INF SCI ENG;1016-2364;259;0.265;0.304;0.028;142;4.7;0.00078;0.078;
J INF SCI;0165-5515;921;1.406;1.860;0.180;50;6.2;0.00208;0.453;
J INF TECHNOL;0268-3962;1083;2.907;3.447;0.786;28;6.7;0.00211;0.821;
J INFECT DIS;0022-1899;40263;6.288;6.103;1.740;535;7.7;0.11314;2.347;
J INFECTION;0163-4453;4080;3.805;3.527;0.769;121;4.8;0.01506;1.147;
J INFLAMM-LOND;1476-9255;312;2.017;;0.300;60;3.4;0.00151;;
J INFRARED MILLIM TE;1866-6892;136;0.824;0.824;0.156;154;1.4;0.00062;0.234;
J INFRARED MILLIM W;1001-9014;322;0.452;0.384;0.010;103;4.7;0.00049;0.047;
J INHERIT METAB DIS;0141-8955;3598;3.808;3.168;0.466;103;6.0;0.01068;0.990;
J INNATE IMMUN;1662-811X;226;2.614;2.614;1.293;58;1.3;0.00108;0.975;
J INORG BIOCHEM;0162-0134;8458;3.317;3.386;0.669;163;6.2;0.01987;0.871;
J INORG MATER;1000-324X;822;0.397;0.386;0.051;256;4.8;0.00167;0.068;
J INORG ORGANOMET P;1574-1443;706;1.473;1.631;0.248;105;4.4;0.00210;0.387;
J INSECT BEHAV;0892-7553;1307;0.989;1.138;0.175;40;>10.0;0.00234;0.486;
J INSECT CONSERV;1366-638X;711;1.769;1.901;0.265;68;4.5;0.00235;0.567;
J INSECT PHYSIOL;0022-1910;6149;2.310;2.378;0.452;252;>10.0;0.00916;0.625;
J INSECT SCI;1536-2442;753;1.014;1.384;0.102;206;5.4;0.00258;0.434;
J INST MATH JUSSIEU;1474-7480;158;0.725;0.921;0.192;26;4.9;0.00278;1.415;
J INT ADV OTOL;1308-7649;2;0.027;0.027;0.000;74;;0.00000;0.000;
J INT MED RES;0300-0605;1419;1.068;1.113;0.083;228;5.0;0.00370;0.271;
J INT NEUROPSYCH SOC;1355-6177;3764;2.910;3.327;0.355;121;6.4;0.01092;1.111;
J INT SCI VIGNE VIN;1151-0285;336;0.913;1.043;0.043;23;8.4;0.00053;0.236;
J INT SOC SPORT NUTR;1550-2783;230;2.675;;0.410;39;2.9;0.00064;;
J INTEGR NEUROSCI;0219-6352;264;1.216;;0.300;20;4.3;0.00103;;
J INTEGR PLANT BIOL;1672-9072;1276;1.603;1.357;1.020;102;3.2;0.00631;0.382;
J INTEL MAT SYST STR;1045-389X;2511;1.604;1.811;0.196;143;6.6;0.00792;0.639;
J INTELL FUZZY SYST;1064-1246;318;0.648;0.690;0.353;34;9.0;0.00068;0.201;
J INTELL INF SYST;0925-9902;398;0.875;0.927;0.032;31;8.8;0.00054;0.225;
J INTELL MANUF;0956-5515;854;1.081;1.384;0.056;72;6.5;0.00204;0.372;
J INTELL ROBOT SYST;0921-0296;573;0.757;0.877;0.060;84;6.1;0.00128;0.207;
J INTELL TRANSPORT S;1547-2450;137;1.273;;0.368;19;3.6;0.00069;;
J INTERF CYTOK RES;1079-9907;2461;2.576;2.424;0.312;96;7.9;0.00675;0.876;
J INTERN MED;0954-6820;7480;5.935;5.609;1.340;100;6.5;0.02218;1.988;
J INTERPROF CARE;1356-1820;687;0.793;;0.164;73;5.4;0.00175;;
J INTERV CARD ELECTR;1383-875X;863;1.228;1.237;0.160;81;4.8;0.00358;0.423;
J INTERV CARDIOL;0896-4327;937;1.387;;0.301;73;4.7;0.00316;;
J INVASIVE CARDIOL;1042-3931;1653;1.782;;0.673;98;4.6;0.00564;;
J INVERSE ILL-POSE P;0928-0219;253;0.510;;0.086;35;5.3;0.00161;;
J INVERTEBR PATHOL;0022-2011;4016;2.049;2.276;0.728;136;>10.0;0.00594;0.551;
J INVEST ALLERG CLIN;1018-9068;1074;1.489;1.607;0.143;91;4.5;0.00296;0.356;
J INVEST DERM SYMP P;1087-0024;632;1.190;1.856;;0;7.0;0.00112;0.551;
