Abbreviated Journal Title;ISSN;{2011} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2011} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J PHYS D APPL PHYS;0022-3727;25779;2.544;2.404;0.501;874;5.6;0.09100;0.900;
J PHYS G NUCL PARTIC;0954-3899;6261;4.178;2.498;1.237;131;4.2;0.03533;1.227;
J PHYS OCEANOGR;0022-3670;10195;2.345;2.692;0.611;144;>10.0;0.02229;1.416;
J PHYS ORG CHEM;0894-3230;2668;1.963;1.648;0.466;146;6.6;0.00500;0.400;
J PHYS SOC JPN;0031-9015;16377;2.364;2.042;0.583;480;>10.0;0.04733;0.969;
J PHYS THER SCI;0915-5287;139;0.292;;0.036;194;4.4;0.00026;;
J PHYS-CONDENS MAT;0953-8984;35878;2.546;2.180;0.667;1002;6.7;0.13579;1.012;
J PHYSIOL BIOCHEM;1138-7548;481;1.711;1.479;0.318;66;5.3;0.00104;0.336;
J PHYSIOL PHARMACOL;0867-5910;2673;2.267;1.892;0.316;79;4.7;0.00770;0.464;
J PHYSIOL SCI;1880-6546;393;1.606;1.314;0.254;59;3.1;0.00205;0.394;
J PHYSIOL-LONDON;0022-3751;46154;4.881;4.988;1.386;420;>10.0;0.08269;1.910;
J PHYSIOL-PARIS;0928-4257;1507;1.306;2.466;0.296;27;9.1;0.00358;0.948;
J PHYSIOTHER;1836-9553;53;1.917;1.958;0.217;23;;0.00021;0.468;
J PHYTOPATHOL;0931-1785;1946;0.791;1.020;0.140;129;8.7;0.00282;0.258;
J PINEAL RES;0742-3098;4136;5.794;4.286;0.889;99;5.5;0.00615;0.675;
J PLANKTON RES;0142-7873;5286;2.079;2.253;1.092;152;>10.0;0.00796;0.762;
J PLANT BIOCHEM BIOT;0971-7811;237;0.523;0.497;0.048;42;6.7;0.00030;0.090;
J PLANT BIOL;1226-9239;551;1.068;0.902;0.149;47;4.9;0.00143;0.211;
J PLANT DIS PROTECT;1861-3829;326;0.489;0.498;0.071;28;5.2;0.00120;0.138;
J PLANT ECOL-UK;1752-9921;198;1.907;2.229;0.433;30;2.7;0.00121;0.794;
J PLANT GROWTH REGUL;0721-7595;1428;2.859;2.899;0.184;49;8.1;0.00243;0.702;
J PLANT INTERACT;1742-9145;120;0.641;0.756;0.196;56;3.2;0.00042;0.180;
J PLANT NUTR SOIL SC;1436-8730;2202;1.596;2.131;0.238;101;6.1;0.00652;0.717;
J PLANT NUTR;0190-4167;3081;0.641;0.810;0.160;144;>10.0;0.00277;0.194;
J PLANT PATHOL;1125-4653;794;0.912;1.196;0.108;93;5.1;0.00216;0.296;
J PLANT PHYSIOL;0176-1617;6907;2.791;3.057;0.611;270;7.2;0.01192;0.717;
J PLANT REGIST;1936-5209;198;0.726;0.677;0.062;80;3.2;0.00078;0.150;
J PLANT RES;0918-9440;1522;1.746;1.772;0.690;71;6.7;0.00377;0.565;
J PLASMA PHYS;0022-3778;1333;0.944;0.667;0.176;68;>10.0;0.00252;0.310;
J PLAST FILM SHEET;8756-0879;157;0.722;1.105;0.100;10;8.3;0.00025;0.243;
J PLAST RECONSTR AES;1748-6815;2420;1.494;1.637;0.321;321;3.0;0.01257;0.489;
J PLAST SURG HAND SU;2000-656X;2;0.017;0.017;0.000;55;;0.00001;0.011;
J POLYM ENG;0334-6447;178;0.397;0.408;0.039;76;6.9;0.00028;0.080;
J POLYM ENVIRON;1566-2543;1077;1.349;1.955;0.128;109;6.4;0.00210;0.467;
J POLYM MATER;0973-8622;224;0.319;0.310;0.043;23;8.4;0.00020;0.050;
J POLYM RES;1022-9760;1020;1.733;1.755;0.116;277;4.4;0.00226;0.332;
J POLYM SCI POL CHEM;0887-624X;23407;3.919;3.388;0.766;573;6.1;0.04305;0.720;
J POLYM SCI POL PHYS;0887-6266;10474;1.531;1.885;0.563;174;9.8;0.01500;0.571;
J POROUS MAT;1380-2224;1021;1.238;1.265;0.292;89;5.7;0.00246;0.329;
J POROUS MEDIA;1091-028X;340;0.516;0.647;0.044;91;4.1;0.00126;0.191;
J PORPHYR PHTHALOCYA;1088-4246;1807;1.405;1.339;0.127;134;8.0;0.00255;0.282;
J POSTGRAD MED;0022-3859;963;1.263;1.586;0.238;42;7.0;0.00194;0.433;
J POWER ELECTRON;1598-2092;275;0.842;;0.096;115;2.5;0.00146;;
J POWER SOURCES;0378-7753;50254;4.951;5.006;1.017;1503;5.0;0.12480;1.092;
J PRESS VESS-T ASME;0094-9930;927;0.516;0.476;0.080;113;>10.0;0.00213;0.202;
J PROCESS CONTR;0959-1524;2165;1.696;1.956;0.209;139;6.2;0.00539;0.563;
J PROD INNOVAT MANAG;0737-6782;2836;2.109;3.640;0.271;85;9.9;0.00396;1.063;
J PROF ASSOC CACTUS;1938-663X;44;0.045;0.264;;;;0.00005;0.055;
J PROF ISS ENG ED PR;1052-3928;159;0.340;0.303;0.083;36;7.2;0.00040;0.108;
J PROF NURS;8755-7223;729;0.888;1.155;0.021;47;7.0;0.00142;0.316;
J PROPUL POWER;0748-4658;2055;0.761;1.003;0.118;144;8.1;0.00624;0.434;
J PROSTHET DENT;0022-3913;7527;1.324;1.754;0.085;106;>10.0;0.00604;0.504;
J PROSTHODONT;1059-941X;952;1.009;;0.094;106;5.3;0.00273;;
J PROTEOME RES;1535-3893;16282;5.113;5.413;0.974;493;3.6;0.06990;1.534;
J PROTEOMICS;1874-3919;1851;4.878;4.906;0.538;301;2.0;0.00777;1.242;
J PSYCHIATR MENT HLT;1351-0126;1227;0.799;1.176;0.124;113;6.2;0.00243;0.267;
J PSYCHIATR NEUROSCI;1180-4882;1823;5.342;5.161;1.172;29;5.5;0.00544;1.595;
J PSYCHIATR PRACT;1527-4160;576;2.156;;0.286;42;5.1;0.00185;;
J PSYCHIATR RES;0022-3956;8451;4.664;4.374;0.721;222;>10.0;0.01656;1.320;
J PSYCHOPHARMACOL;0269-8811;3716;3.036;3.405;0.590;161;4.9;0.01147;0.969;
J PSYCHOPHYSIOL;0269-8803;687;1.536;2.178;0.143;21;6.7;0.00131;0.606;
J PSYCHOSOC NURS MEN;0279-3695;398;0.480;0.623;0.288;59;6.2;0.00076;0.143;
J PSYCHOSOM OBST GYN;0167-482X;850;1.389;1.582;0.138;29;8.4;0.00126;0.403;
J PSYCHOSOM RES;0022-3999;8532;3.296;3.559;0.543;127;9.1;0.01524;1.123;
J PUBLIC HEALTH DENT;0022-4006;1093;1.186;1.410;0.815;54;9.1;0.00184;0.452;
J PUBLIC HEALTH POL;0197-5897;494;2.113;1.669;0.395;38;6.2;0.00172;0.704;
J PUBLIC HEALTH-UK;1741-3842;936;2.063;1.869;0.620;71;4.4;0.00387;0.643;
J PULP PAP SCI;0826-6220;851;0.260;0.460;;;>10.0;0.00056;0.187;
J PURE APPL ALGEBRA;0022-4049;2334;0.567;0.645;0.242;236;>10.0;0.01419;0.810;
J PURE APPL MICROBIO;0973-7510;33;0.065;;0.006;168;;0.00007;;
J QUAL TECHNOL;0022-4065;1736;1.564;1.860;0.417;24;>10.0;0.00259;1.039;
J QUANT SPECTROSC RA;0022-4073;6074;3.193;2.178;0.669;269;7.0;0.01339;0.664;
J QUATERNARY SCI;0267-8179;2742;2.308;2.832;0.776;85;7.4;0.00775;1.124;
J R SOC INTERFACE;1742-5689;3725;4.402;4.591;1.000;160;3.1;0.02298;1.785;
J R STAT SOC A STAT;0964-1998;1685;2.110;2.275;0.327;49;>10.0;0.00631;1.685;
J R STAT SOC B;1369-7412;12345;3.645;5.281;0.793;29;>10.0;0.02073;5.382;
J R STAT SOC C-APPL;0035-9254;2062;0.828;1.166;0.325;40;>10.0;0.00321;0.907;
J RADIAT RES;0449-3060;1315;1.683;1.794;0.123;106;5.5;0.00362;0.515;
J RADIOANAL NUCL CH;0236-5731;5751;1.520;1.238;0.444;504;5.7;0.00847;0.204;
J RADIOL PROT;0952-4746;578;1.388;1.292;0.531;32;5.5;0.00210;0.508;
J RADIOL;0221-0363;704;0.416;0.441;0.056;90;6.6;0.00128;0.100;
J RAMAN SPECTROSC;0377-0486;6774;3.087;2.814;0.479;313;5.5;0.01384;0.621;
J RAPID METH AUT MIC;1060-3999;176;0.585;0.700;;0;5.9;0.00047;0.197;
J RAPTOR RES;0892-1016;566;0.783;0.676;0.182;44;>10.0;0.00082;0.209;
J RARE EARTH;1002-0721;1548;0.901;0.855;0.128;235;4.1;0.00499;0.190;
J REAL-TIME IMAGE PR;1861-8200;116;1.020;0.844;0.167;24;3.2;0.00087;0.372;
J RECEPT SIG TRANSD;1079-9893;557;1.588;1.663;0.135;52;5.6;0.00159;0.471;
J RECONSTR MICROSURG;0743-684X;1413;1.432;1.209;0.096;83;8.8;0.00260;0.366;
J REFRACT SURG;1081-597X;2931;2.541;2.226;0.652;115;5.4;0.00935;0.742;
J REHABIL MED;1650-1977;2826;2.049;2.376;0.688;141;5.1;0.00726;0.645;
J REHABIL RES DEV;0748-7711;2581;1.779;2.400;0.652;89;6.6;0.00586;0.690;
J REINE ANGEW MATH;0075-4102;3514;1.042;1.280;0.352;88;>10.0;0.01568;1.800;
J REINF PLAST COMP;0731-6844;1672;0.727;0.927;0.064;187;5.7;0.00391;0.228;
J RENAL NUTR;1051-2276;858;1.570;1.440;0.378;74;4.7;0.00221;0.356;
J RENEW SUSTAIN ENER;1941-7012;151;1.214;1.239;0.079;76;2.0;0.00069;0.320;
J RENIN-ANGIO-ALDO S;1470-3203;628;2.439;1.982;0.278;79;5.3;0.00165;0.528;
J REPROD DEVELOP;0916-8818;1417;1.459;1.629;0.179;106;4.8;0.00421;0.413;
J REPROD IMMUNOL;0165-0378;2136;2.966;2.831;0.386;114;6.3;0.00447;0.696;
J REPROD MED;0024-7758;2787;0.688;0.724;0.075;93;>10.0;0.00321;0.229;
J RES MED SCI;1735-1995;160;0.457;;0.163;221;2.8;0.00024;;
J RES NATL INST STAN;1044-677X;1723;1.088;0.922;0.038;26;>10.0;0.00107;0.416;
J RES PRACT INF TECH;1443-458X;43;0.105;0.260;0.000;4;;0.00013;0.074;
J RESIDUALS SCI TECH;1544-8053;88;0.508;0.459;0.077;26;;0.00024;0.100;
J RHEOL;0148-6055;4099;2.978;3.093;0.677;62;>10.0;0.00718;1.252;
J RHEUMATOL;0315-162X;20898;3.695;3.649;0.779;362;9.0;0.03633;1.117;
J ROY SOC MED;0141-0768;2804;1.411;1.492;0.778;54;>10.0;0.00478;0.611;
J ROY SOC NEW ZEAL;0303-6758;482;1.933;1.509;0.125;8;>10.0;0.00058;0.571;
J RUBBER RES;1511-1768;129;0.297;;0.000;19;>10.0;0.00013;;
J RURAL HEALTH;0890-765X;969;1.429;1.589;0.250;48;6.1;0.00305;0.569;
J RUSS LASER RES;1071-2836;283;0.746;0.706;0.147;68;4.3;0.00095;0.198;
J S AFR I MIN METALL;0038-223X;352;0.252;0.295;0.012;86;8.5;0.00075;0.106;
J S AFR INST CIV ENG;1021-2019;25;0.182;;0.000;12;;0.00007;;
J S AFR VET ASSOC;0038-2809;603;0.350;0.513;0.152;33;>10.0;0.00059;0.139;
J S AM EARTH SCI;0895-9811;1654;1.744;1.904;0.267;75;8.2;0.00369;0.689;
J SANDW STRUCT MATER;1099-6362;197;0.561;0.790;0.062;32;6.0;0.00071;0.312;
J SCH NURS;1059-8405;372;0.913;;0.550;40;4.7;0.00089;;
J SCHEDULING;1094-6136;581;1.051;1.497;0.159;44;6.4;0.00287;0.896;
J SCHOOL HEALTH;0022-4391;1746;1.337;1.910;0.147;102;6.8;0.00407;0.553;
J SCI COMPUT;0885-7474;1296;1.557;1.512;0.207;87;6.4;0.00729;1.048;
J SCI EDUC TECHNOL;1059-0145;517;0.865;;0.045;67;6.4;0.00145;;
J SCI FOOD AGR;0022-5142;12088;1.436;1.762;0.371;391;>10.0;0.01446;0.444;
J SCI IND RES INDIA;0022-4456;981;0.587;0.577;0.040;151;6.7;0.00175;0.135;
J SCI MED SPORT;1440-2440;1984;3.034;2.770;0.330;88;4.5;0.00585;0.712;
J SEA RES;1385-1101;1951;2.598;2.683;0.330;100;6.9;0.00457;0.831;
J SEDIMENT RES;1527-1404;3337;2.331;2.437;0.316;57;>10.0;0.00676;1.110;
J SEISM EXPLOR;0963-0651;71;0.318;0.259;0.130;23;;0.00033;0.157;
J SEISMOL;1383-4649;680;1.326;1.523;0.429;35;6.8;0.00252;0.706;
J SEMICOND TECH SCI;1598-1657;119;0.520;;0.071;42;3.6;0.00128;;
J SENS STUD;0887-8250;856;1.597;1.358;0.261;46;7.6;0.00146;0.306;
J SEP SCI;1615-9306;7275;2.733;2.725;0.260;453;3.8;0.02650;0.702;
J SERB CHEM SOC;0352-5139;1082;0.879;0.806;0.174;149;5.3;0.00198;0.155;
J SEX MED;1743-6095;5289;3.552;3.274;0.596;369;2.8;0.01357;0.529;
J SHELLFISH RES;0730-8000;2263;0.793;1.133;0.052;96;8.7;0.00371;0.342;
J SHIP RES;0022-4502;499;0.636;0.556;0.158;19;>10.0;0.00059;0.257;
J SHOULDER ELB SURG;1058-2746;5242;2.747;2.818;0.283;230;6.6;0.01207;0.798;
J SIGNAL PROCESS SYS;1939-8018;228;0.672;0.684;0.067;134;2.7;0.00135;0.251;
J SLEEP RES;0962-1105;2875;3.157;3.628;0.841;69;7.7;0.00649;1.219;
J SMALL ANIM PRACT;0022-4510;2592;1.000;1.216;0.360;100;>10.0;0.00339;0.330;
J SOC INF DISPLAY;1071-0922;926;1.017;0.879;0.161;124;4.0;0.00391;0.289;
J SOC LEATH TECH CH;0144-0322;424;0.436;0.507;0.147;34;>10.0;0.00039;0.105;
J SOFTW MAINT EVOL-R;1532-060X;237;0.844;1.122;0.160;25;6.3;0.00070;0.390;
J SOIL SCI PLANT NUT;0718-9508;96;0.661;;0.025;40;;0.00037;;
J SOIL SEDIMENT;1439-0108;1023;1.863;2.243;0.388;134;3.4;0.00310;0.505;
J SOIL WATER CONSERV;0022-4561;2280;1.265;1.769;0.345;58;>10.0;0.00322;0.541;
J SOL ENERG-T ASME;0199-6231;1273;0.846;1.164;0.064;78;8.6;0.00246;0.367;
J SOL-GEL SCI TECHN;0928-0707;4024;1.632;1.808;0.156;282;7.1;0.00806;0.454;
J SOLID STATE CHEM;0022-4596;17779;2.159;2.412;0.318;491;8.5;0.02914;0.672;
J SOLID STATE ELECTR;1432-8488;3354;2.131;2.175;0.335;266;4.1;0.01024;0.553;
J SOLUTION CHEM;0095-9782;2817;1.415;1.384;0.114;149;>10.0;0.00361;0.326;
J SOUND VIB;0022-460X;16968;1.588;1.732;0.239;422;9.6;0.03701;0.696;
J SPACECR TECHNOL;0971-1600;7;0.000;;0.000;15;;0.00003;;
J SPACECRAFT ROCKETS;0022-4650;1481;0.557;0.685;0.474;114;9.3;0.00428;0.333;
J SPAT SCI;1449-8596;46;0.333;;;;;0.00035;;
J SPEC PEDIATR NURS;1539-0136;222;0.833;1.019;0.242;33;4.5;0.00072;0.249;
J SPEECH LANG HEAR R;1092-4388;4391;1.875;2.562;0.370;119;8.2;0.00883;0.873;
J SPINAL CORD MED;1079-0268;1082;2.111;2.076;0.436;78;5.1;0.00296;0.554;
J SPINAL DISORD TECH;1536-0652;3053;1.503;1.871;0.196;102;8.3;0.00676;0.697;
J SPORT EXERCISE PSY;0895-2779;2227;2.658;3.476;0.143;42;>10.0;0.00330;0.953;
J SPORT MANAGE;0888-4773;465;0.814;1.341;0.275;40;7.0;0.00071;0.285;
J SPORT MED PHYS FIT;0022-4707;1841;0.847;1.248;0.077;91;>10.0;0.00212;0.305;
J SPORT REHABIL;1056-6716;425;1.072;1.067;0.436;39;6.7;0.00076;0.254;
J SPORT SCI MED;1303-2968;755;0.754;1.142;0.067;105;4.6;0.00227;0.261;
J SPORT SCI;0264-0414;4696;1.931;2.446;0.209;196;7.2;0.00877;0.616;
J STAT COMPUT SIM;0094-9655;821;0.497;0.595;0.056;142;9.7;0.00334;0.434;
J STAT MECH-THEORY E;1742-5468;3630;1.727;1.999;0.667;324;3.7;0.02775;1.072;
J STAT PHYS;0022-4715;6610;1.397;1.397;0.296;267;>10.0;0.01882;0.991;
J STAT PLAN INFER;0378-3758;2959;0.716;0.786;0.165;340;7.1;0.01767;0.615;
J STAT SOFTW;1548-7660;1795;4.010;4.791;1.537;95;4.3;0.01176;2.729;
J STEROID BIOCHEM;0960-0760;8214;3.053;2.890;0.557;131;8.1;0.01572;0.865;
J STORED PROD RES;0022-474X;1745;1.414;1.722;0.193;57;9.5;0.00165;0.332;
J STRAIN ANAL ENG;0309-3247;851;1.085;0.992;0.086;70;10.0;0.00197;0.407;
J STRATEGIC INF SYST;0963-8687;652;1.457;2.000;0.207;29;9.1;0.00100;0.662;
J STRENGTH COND RES;1064-8011;6018;1.831;2.338;0.217;465;4.9;0.00973;0.359;
J STROKE CEREBROVASC;1052-3057;994;1.680;;0.327;98;4.7;0.00385;;
J STRUCT BIOL;1047-8477;7447;3.406;3.805;0.874;223;6.4;0.02575;1.623;
J STRUCT CHEM+;0022-4766;1588;0.586;0.621;0.106;189;9.1;0.00284;0.170;
J STRUCT ENG-ASCE;0733-9445;6834;0.955;1.296;0.290;155;>10.0;0.01282;0.803;
J STRUCT GEOL;0191-8141;6070;1.556;1.830;0.382;123;>10.0;0.00841;0.677;
J STUD ALCOHOL DRUGS;1937-1888;6069;2.251;2.764;0.231;108;9.9;0.00984;0.960;
J SULFUR CHEM;1741-5993;320;1.009;;0.133;60;4.2;0.00097;;
J SUPERCOMPUT;0920-8542;335;0.578;0.523;0.155;103;5.2;0.00145;0.238;
J SUPERCOND NOV MAGN;1557-1939;800;0.650;0.629;0.122;360;3.9;0.00304;0.237;
J SUPERCRIT FLUID;0896-8446;5365;2.860;3.145;0.555;200;4.8;0.01195;0.647;
J SUPERHARD MATER+;1063-4576;258;0.785;;0.321;53;3.8;0.00087;;
J SURF INVEST-X-RAY+;1027-4510;245;0.343;0.340;0.015;206;3.1;0.00091;0.080;
J SURFACTANTS DETERG;1097-3958;713;1.545;1.438;0.132;68;6.3;0.00124;0.288;
J SURG EDUC;1931-7204;338;1.376;;0.120;83;3.1;0.00212;;
J SURG ONCOL;0022-4790;5815;2.100;2.365;0.392;263;6.4;0.01541;0.760;
J SURG RES;0022-4804;8006;2.247;2.202;0.334;560;6.9;0.01840;0.644;
J SURV ENG-ASCE;0733-9453;208;1.000;0.902;0.091;22;6.1;0.00051;0.248;
J SWINE HEALTH PROD;1537-209X;235;0.690;0.792;0.148;27;6.6;0.00049;0.213;
J SYMB COMPUT;0747-7171;1096;0.707;0.719;0.075;80;>10.0;0.00458;0.680;
J SYMBOLIC LOGIC;0022-4812;1476;0.562;0.668;0.253;79;>10.0;0.00569;0.797;
J SYMPLECT GEOM;1527-5256;120;0.848;;0.050;20;5.9;0.00171;;
J SYN ORG CHEM JPN;0037-9980;657;0.546;0.656;0.095;95;6.0;0.00119;0.135;
J SYNCHROTRON RADIAT;0909-0495;3228;2.726;2.567;0.758;132;6.6;0.01134;1.327;
J SYST ARCHITECT;1383-7621;322;0.444;0.577;0.042;71;5.3;0.00158;0.276;
J SYST ENG ELECTRON;1004-4132;280;0.276;;0.021;142;3.6;0.00116;;
J SYST EVOL;1674-4918;344;1.596;1.581;0.536;56;2.8;0.00214;0.612;
J SYST PALAEONTOL;1477-2019;423;3.000;3.627;0.333;33;4.3;0.00278;1.829;
J SYST SCI COMPLEX;1009-6124;167;0.373;;0.010;99;3.9;0.00112;;
J SYST SCI SYST ENG;1004-3756;144;0.429;;0.071;28;5.1;0.00056;;
J SYST SOFTWARE;0164-1212;1625;0.836;1.117;0.128;180;5.0;0.00637;0.424;
J TAIWAN INST CHEM E;1876-1070;449;2.110;2.120;0.285;144;2.1;0.00135;0.386;
J TEACH PHYS EDUC;0273-5024;617;1.021;1.414;0.800;25;9.3;0.00066;0.281;
J TELEMED TELECARE;1357-633X;1560;1.207;1.251;0.207;82;6.5;0.00338;0.333;
J TERRAMECHANICS;0022-4898;383;1.000;0.935;0.205;39;7.6;0.00076;0.267;
J TEST EVAL;0090-3973;516;0.349;0.333;0.056;142;>10.0;0.00087;0.114;
J TEXT I;0040-5000;1125;0.514;0.630;0.149;114;>10.0;0.00107;0.144;
J TEXTURE STUD;0022-4901;1276;0.821;1.377;0.170;47;>10.0;0.00150;0.381;
J THEOR APP MECH-POL;1429-2955;140;0.283;;0.040;50;4.7;0.00067;;
J THEOR BIOL;0022-5193;15875;2.208;2.415;0.674;433;>10.0;0.03209;0.839;
J THEOR COMPUT CHEM;0219-6336;391;0.561;0.605;0.148;61;4.5;0.00123;0.165;
J THEOR PROBAB;0894-9840;530;0.681;0.625;0.120;50;9.2;0.00370;0.778;
J THERM ANAL CALORIM;1388-6150;8117;1.604;1.445;0.235;567;5.8;0.01231;0.239;
J THERM BIOL;0306-4565;1564;1.373;1.320;0.287;80;8.6;0.00241;0.390;
J THERM SCI TECH-JPN;1880-5566;52;0.176;0.302;0.088;34;;0.00042;0.140;
J THERM SCI;1003-2169;154;0.310;0.239;0.023;87;6.1;0.00045;0.078;
J THERM SPRAY TECHN;1059-9630;1920;1.812;2.036;0.288;132;5.3;0.00607;0.632;
J THERM STRESSES;0149-5739;1111;0.805;1.006;0.156;64;9.8;0.00220;0.383;
J THERMOPHYS HEAT TR;0887-8722;1267;0.739;0.750;0.125;80;>10.0;0.00263;0.278;
J THERMOPLAST COMPOS;0892-7057;387;0.810;0.975;0.053;57;5.8;0.00089;0.239;
J THORAC CARDIOV SUR;0022-5223;19743;3.406;3.520;0.699;396;8.2;0.05012;1.365;
J THORAC IMAG;0883-5993;757;0.983;1.317;0.541;61;6.6;0.00205;0.461;
J THORAC ONCOL;1556-0864;4653;3.661;3.826;0.991;316;2.9;0.02551;1.232;
J THROMB HAEMOST;1538-7933;12697;5.731;5.950;1.070;284;4.6;0.05417;1.988;
J THROMB THROMBOLYS;0929-5305;1355;1.476;1.592;0.611;126;4.1;0.00481;0.486;
J TIME SER ANAL;0143-9782;1042;0.761;0.905;0.096;52;>10.0;0.00358;0.925;
J TISSUE ENG REGEN M;1932-6254;1100;3.278;4.070;0.487;113;3.1;0.00472;1.005;
J TOPOL ANAL;1793-5253;28;0.659;0.659;0.043;23;;0.00075;1.002;
J TOPOL;1753-8416;106;0.868;0.884;0.152;33;2.7;0.00301;1.465;
J TORREY BOT SOC;1095-5674;574;0.612;1.022;0.047;43;6.6;0.00170;0.399;
J TOXICOL ENV HEAL A;1528-7394;3137;1.830;1.774;0.516;122;5.9;0.00745;0.471;
J TOXICOL ENV HEAL B;1093-7404;1003;4.725;4.973;1.091;22;5.2;0.00290;1.400;
J TOXICOL PATHOL;0914-9198;129;0.478;;0.000;35;5.6;0.00030;;
J TOXICOL SCI;0388-1350;1012;1.522;;0.303;99;3.7;0.00279;;
J TRACE ELEM MED BIO;0946-672X;1160;1.683;2.357;0.148;54;6.4;0.00200;0.526;
J TRADIT CHIN MED;0255-2922;398;0.296;;0.013;75;>10.0;0.00037;;
J TRANSCULT NURS;1043-6596;551;0.933;1.195;0.114;44;6.2;0.00155;0.385;
J TRANSL MED;1479-5876;1927;3.474;3.692;0.442;215;3.2;0.00852;1.094;
J TRANSP ENG-ASCE;0733-947X;1403;0.620;0.785;0.067;105;8.8;0.00316;0.360;
J TRAUMA;0022-5282;21405;2.478;2.996;0.370;670;8.1;0.04029;0.816;
J TRAVEL MED;1195-1982;1106;1.748;1.622;0.390;82;5.1;0.00274;0.406;
J TRIBOL-T ASME;0742-4787;2595;1.196;1.264;0.087;80;>10.0;0.00434;0.460;
J TROP ECOL;0266-4674;2961;1.401;2.021;0.200;70;>10.0;0.00527;0.762;
J TROP FOR SCI;0128-1283;336;0.467;0.594;0.086;58;8.8;0.00049;0.141;
J TROP METEOROL;1006-8775;298;0.313;;0.040;50;7.4;0.00037;;
J TROP PEDIATRICS;0142-6338;1321;1.388;1.273;0.189;90;7.5;0.00301;0.407;
J TURBOMACH;0889-504X;1930;0.542;0.940;0.185;119;>10.0;0.00282;0.358;
J TURBUL;1468-5248;597;0.989;1.302;0.271;48;5.5;0.00322;0.663;
J ULTRAS MED;0278-4297;3809;1.245;1.278;0.203;187;7.4;0.00838;0.390;
J UNIVERS COMPUT SCI;0948-695X;560;0.398;0.489;0.044;90;4.6;0.00259;0.197;
J URBAN HEALTH;1099-3460;2205;2.130;3.188;0.281;114;5.7;0.00860;1.243;
J URBAN PLAN D-ASCE;0733-9488;337;1.032;1.215;0.039;51;5.8;0.00073;0.278;
J UROLOGY;0022-5347;45170;3.746;3.856;0.652;661;8.5;0.08303;1.175;
J VAC SCI TECHNOL A;0734-2101;6041;1.253;1.114;0.273;165;>10.0;0.00984;0.417;
J VAC SCI TECHNOL B;1071-1023;10637;1.341;1.355;0.321;442;8.6;0.02383;0.484;
J VASC ACCESS;1129-7298;237;1.091;;0.038;52;3.9;0.00081;;
J VASC INTERV RADIOL;1051-0443;6166;2.075;2.270;0.290;238;6.4;0.01421;0.636;
J VASC RES;1018-1172;1584;2.651;2.333;0.592;49;7.3;0.00364;0.752;
J VASC SURG;0741-5214;20171;3.153;3.725;0.597;533;7.1;0.04484;1.077;
J VECTOR DIS;0972-9062;382;1.177;;0.120;50;3.8;0.00155;;
J VECTOR ECOL;1081-1710;740;0.885;1.279;0.256;86;6.3;0.00155;0.337;
J VEG SCI;1100-9233;5679;2.770;3.027;0.838;99;9.7;0.00911;1.016;
J VENOM ANIM TOXINS;1678-9199;255;0.429;0.426;0.183;60;5.5;0.00040;0.073;
J VERBRAUCH LEBENSM;1661-5751;199;0.628;;0.160;75;3.0;0.00089;;
J VERTEBR PALEONTOL;0272-4634;3950;2.214;2.247;0.271;118;8.6;0.00948;0.809;
J VESTIBUL RES-EQUIL;0957-4271;741;1.350;1.186;0.071;28;>10.0;0.00085;0.359;
J VET BEHAV;1558-7878;190;1.345;1.133;1.472;36;2.1;0.00049;0.223;
J VET DENT;0898-7564;239;0.308;0.578;0.000;20;>10.0;0.00023;0.121;
J VET DIAGN INVEST;1040-6387;3243;1.214;1.557;0.187;209;8.7;0.00617;0.444;
J VET EMERG CRIT CAR;1479-3261;613;2.038;1.470;0.226;62;3.4;0.00179;0.344;
J VET INTERN MED;0891-6640;4693;1.992;2.335;0.237;190;6.1;0.01048;0.585;
J VET MED EDUC;0748-321X;378;0.573;0.481;0.064;47;5.8;0.00071;0.096;
J VET MED SCI;0916-7250;3327;0.851;0.896;0.162;296;7.9;0.00552;0.223;
J VET PHARMACOL THER;0140-7783;1803;1.181;1.535;0.159;88;7.9;0.00261;0.342;
J VET SCI;1229-845X;663;1.161;1.206;0.127;63;5.1;0.00186;0.312;
J VIB ACOUST;1048-9002;1474;1.022;0.978;0.192;104;9.4;0.00337;0.408;
J VIB CONTROL;1077-5463;986;1.000;1.205;0.210;186;4.9;0.00384;0.468;
J VIBROENG;1392-8716;132;0.346;;0.101;99;2.7;0.00015;;
J VINYL ADDIT TECHN;1083-5601;296;0.878;0.704;0.054;37;7.3;0.00048;0.155;
J VIRAL HEPATITIS;1352-0504;3735;4.088;3.753;0.670;185;4.8;0.01251;1.152;
J VIROL METHODS;0166-0934;6847;2.011;2.258;0.436;307;5.8;0.01672;0.594;
J VIROL;0022-538X;96570;5.402;5.324;1.291;1318;7.7;0.19061;1.593;
J VIS COMMUN IMAGE R;1047-3203;811;1.122;1.382;0.176;68;5.8;0.00361;0.665;
J VISC SURG;1878-7886;27;0.571;0.571;0.048;42;;0.00008;0.106;
J VISION;1534-7362;6214;3.376;3.646;0.653;268;3.6;0.02868;1.243;
J VISUAL LANG COMPUT;1045-926X;275;0.481;0.696;0.143;28;8.2;0.00071;0.282;
J VISUAL-JAPAN;1343-8875;200;0.435;0.405;0.171;41;5.6;0.00080;0.177;
