Abbreviated Journal Title;ISSN;{2009} Total Cites;Impact Factor;5-Year Impact Factor;Immediacy Index;{2009} Articles;Cited Half-Life;Eigenfactor Score;Article Influence Score
J MOL HISTOL;1567-2379;679;1.752;2.033;0.263;38;3.9;0.00460;0.672;
J MOL LIQ;0167-7322;2131;1.278;1.192;0.339;165;5.7;0.00699;0.375;
J MOL MED-JMM;0946-2716;4958;5.004;5.040;0.930;115;5.0;0.01998;1.742;
J MOL MICROB BIOTECH;1464-1801;1278;2.660;2.804;0.795;44;6.0;0.00503;1.129;
J MOL MODEL;1610-2940;1785;2.336;1.951;0.423;149;5.2;0.00532;0.550;
J MOL NEUROSCI;0895-8696;2156;2.720;2.470;0.346;107;5.2;0.00829;0.796;
J MOL RECOGNIT;0952-3499;1715;2.776;3.347;0.367;60;6.2;0.00534;1.061;
J MOL SPECTROSC;0022-2852;5726;1.542;1.372;0.291;141;>10.0;0.00758;0.449;
J MOL STRUC-THEOCHEM;0166-1280;7776;1.216;1.212;0.283;520;6.8;0.01661;0.299;
J MOL STRUCT;0022-2860;11836;1.551;1.698;0.339;688;6.5;0.02375;0.369;
J MOLLUS STUD;0260-1230;984;1.074;1.280;0.115;52;>10.0;0.00182;0.371;
J MORPHOL;0362-2525;4289;1.706;1.823;0.398;103;>10.0;0.00643;0.634;
J MOTOR BEHAV;0022-2895;1669;1.596;1.756;0.250;52;>10.0;0.00256;0.576;
J MT SCI-ENGL;1672-6316;133;0.400;;0.070;43;4.7;0.00043;;
J MULT-VALUED LOG S;1542-3980;70;0.343;0.424;0.000;38;;0.00034;0.113;
J MULTIVARIATE ANAL;0047-259X;2209;1.017;1.370;0.209;153;9.5;0.01114;0.970;
J MUSCLE FOODS;1046-0756;356;0.469;0.842;0.057;35;>10.0;0.00078;0.256;
J MUSCLE RES CELL M;0142-4319;1490;1.657;1.592;0.182;22;9.2;0.00383;0.707;
J MUSCULOSKELET PAIN;1058-2452;239;0.327;0.535;0.040;25;9.9;0.00032;0.136;
J MYCOL MED;1156-5233;161;0.260;0.305;0.000;33;8.7;0.00018;0.050;
J NANO RES-SW;1662-5250;21;0.571;0.571;0.000;76;;0.00014;0.189;
J NANOELECTRON OPTOE;1555-130X;87;0.844;0.956;0.026;38;;0.00070;0.373;
J NANOMATER;1687-4110;203;1.023;;0.154;65;2.2;0.00132;;
J NANOPART RES;1388-0764;2459;2.478;3.027;0.535;198;4.3;0.00979;0.912;
J NANOPHOTONICS;1934-2608;122;1.256;;0.350;40;1.9;0.00090;;
J NANOSCI NANOTECHNO;1533-4880;5537;1.435;1.756;0.229;1216;3.0;0.02567;0.449;
J NAT CONSERV;1617-1381;191;0.711;;0.136;22;4.9;0.00090;;
J NAT GAS CHEM;1003-9953;267;0.950;;0.082;73;2.9;0.00098;;
J NAT HIST;0022-2933;1923;0.695;0.764;0.243;136;>10.0;0.00399;0.248;
J NAT MED-TOKYO;1340-3443;268;1.027;1.016;0.171;82;2.3;0.00113;0.224;
J NAT PROD;0163-3864;16000;3.159;2.993;0.488;422;7.7;0.02945;0.692;
J NATL CANCER I;0027-8874;35795;14.069;15.620;3.303;132;8.8;0.09464;5.976;
J NATL MED ASSOC;0027-9684;1984;1.275;;0.073;151;5.3;0.00754;;
J NEAR INFRARED SPEC;0967-0335;634;0.991;1.170;0.179;28;6.7;0.00163;0.324;
J NEMATOL;0022-300X;1498;0.711;0.926;0.000;11;>10.0;0.00189;0.352;
J NEPHROL;1121-8428;1672;1.252;1.359;0.169;124;5.4;0.00492;0.349;
J NERV MENT DIS;0022-3018;6310;1.771;2.237;0.192;146;>10.0;0.01096;0.767;
J NETW COMPUT APPL;1084-8045;375;1.111;1.289;0.108;93;4.4;0.00088;0.244;
J NETW SYST MANAG;1064-7570;205;1.356;;0.048;21;5.1;0.00071;;
J NEURAL ENG;1741-2560;997;3.739;;0.410;78;3.3;0.00616;;
J NEURAL TRANSM-SUPP;0303-6995;1113;2.525;2.255;0.071;28;9.3;0.00213;0.637;
J NEURAL TRANSM;0300-9564;4441;2.259;2.744;0.373;185;5.6;0.01321;0.756;
J NEURO-ONCOL;0167-594X;5657;2.752;2.623;0.676;253;5.9;0.01498;0.695;
J NEURO-OPHTHALMOL;1070-8022;700;1.089;1.513;0.292;48;5.8;0.00183;0.376;
J NEUROCHEM;0022-3042;36694;3.999;4.206;0.748;636;7.7;0.09565;1.382;
J NEURODEV DISORD;1866-1947;8;;;0.308;26;;0.00000;;
J NEUROENDOCRINOL;0953-8194;4347;3.700;3.281;0.581;129;6.3;0.01266;1.011;
J NEUROENG REHABIL;1743-0003;465;2.115;;0.130;46;3.7;0.00257;;
J NEUROGENET;0167-7063;313;0.732;1.150;0.553;38;>10.0;0.00051;0.409;
J NEUROIMAGING;1051-2284;1132;1.719;1.979;0.274;84;5.2;0.00448;0.651;
J NEUROIMMUNE PHARM;1557-1890;494;3.319;4.324;0.605;43;2.9;0.00294;1.308;
J NEUROIMMUNOL;0165-5728;8654;2.841;2.831;0.469;207;7.1;0.02301;0.851;
J NEUROINFLAMM;1742-2094;787;4.675;;0.439;41;2.9;0.00499;;
J NEUROL NEUROSUR PS;0022-3050;22316;4.869;4.700;1.008;242;9.3;0.04713;1.550;
J NEUROL SCI;0022-510X;10745;2.324;2.546;0.469;458;8.8;0.02442;0.782;
J NEUROL;0340-5354;8127;2.903;3.103;0.468;235;6.3;0.02439;0.964;
J NEUROLINGUIST;0911-6044;409;1.660;1.504;0.205;39;6.3;0.00110;0.454;
J NEUROPATH EXP NEUR;0022-3069;8087;4.564;5.048;0.529;119;8.0;0.01973;1.680;
J NEUROPHYSIOL;0022-3077;41700;3.483;3.872;0.620;603;9.4;0.11207;1.674;
J NEUROPSYCH CLIN N;0895-0172;2887;2.336;3.114;0.255;55;8.6;0.00615;0.992;
J NEUROPSYCHOL;1748-6645;53;1.140;1.140;0.059;17;;0.00034;0.378;
J NEURORADIOLOGY;0150-9861;562;1.154;1.035;0.125;40;7.5;0.00130;0.273;
J NEUROSCI METH;0165-0270;9149;2.295;2.503;0.455;409;7.5;0.02638;0.861;
J NEUROSCI RES;0360-4012;13587;2.986;3.190;0.666;359;6.7;0.03692;0.989;
J NEUROSCI;0270-6474;127366;7.178;7.930;1.067;1542;6.8;0.48433;3.425;
J NEUROSURG ANESTH;0898-4921;875;2.412;1.990;0.476;42;6.5;0.00210;0.525;
J NEUROSURG-PEDIATR;1933-0707;52;0.171;0.188;0.107;187;;0.00026;0.073;
J NEUROSURG-SPINE;1547-5654;1732;1.613;2.021;0.261;184;3.5;0.01149;0.668;
J NEUROSURG;0022-3085;28258;2.594;2.904;0.495;372;>10.0;0.03778;0.812;
J NEUROTRAUM;0897-7151;5959;4.255;4.281;0.434;212;6.0;0.01624;1.154;
J NEUROVIROL;1355-0284;1915;2.336;2.470;0.579;38;6.6;0.00558;0.808;
J NEW MAT ELECTR SYS;0370-047X;535;0.876;0.996;0.000;39;7.0;0.00119;0.253;
J NON-CRYST SOLIDS;0022-3093;19033;1.252;1.433;0.219;471;9.5;0.04042;0.467;
J NONCOMMUT GEOM;1661-6952;42;1.296;1.296;0.350;20;;0.00068;1.213;
J NONLINEAR CONVEX A;1345-4773;257;0.585;;0.000;21;4.8;0.00181;;
J NONLINEAR SCI;0938-8974;617;1.816;2.021;0.478;23;7.8;0.00225;1.152;
J NONPARAMETR STAT;1048-5252;352;0.318;0.594;0.094;64;7.3;0.00228;0.516;
J NUCL CARDIOL;1071-3581;1747;2.777;2.599;0.354;99;4.5;0.00653;0.737;
J NUCL MATER;0022-3115;14092;1.933;1.932;0.585;993;7.5;0.03036;0.540;
J NUCL MED;0161-5505;19201;6.424;6.087;1.044;271;6.8;0.04584;1.590;
J NUMER MATH;1570-2820;98;0.600;;0.000;15;;0.00108;;
J NURS ADMIN;0002-0443;1503;1.150;1.575;0.260;77;6.2;0.00309;0.338;
J NURS CARE QUAL;1057-3631;461;0.943;1.305;0.366;41;5.2;0.00134;0.302;
J NURS EDUC;0148-4834;1292;0.867;1.185;0.147;109;6.8;0.00258;0.279;
J NURS SCHOLARSHIP;1527-6546;957;1.459;1.811;0.184;49;5.7;0.00267;0.459;
J NUTR BIOCHEM;0955-2863;3876;4.288;4.207;0.817;115;5.4;0.01048;1.030;
J NUTR EDUC BEHAV;1499-4046;1027;1.356;1.737;0.345;55;7.3;0.00263;0.536;
J NUTR HEALTH AGING;1279-7707;1234;1.712;;0.805;123;4.1;0.00332;;
J NUTR SCI VITAMINOL;0301-4800;1292;0.929;1.046;0.192;78;8.6;0.00208;0.256;
J NUTR;0022-3166;31695;4.091;4.543;1.133;354;7.6;0.06079;1.217;
J OBSTET GYNAECOL RE;1341-8076;903;0.777;0.945;0.105;181;4.4;0.00322;0.256;
J OBSTET GYNAECOL;0144-3615;1213;0.431;;0.017;231;5.3;0.00420;;
J OCCUP ENVIRON HYG;1545-9624;655;1.125;1.293;0.322;90;3.4;0.00409;0.406;
J OCCUP ENVIRON MED;1076-2752;4511;1.882;2.359;0.287;150;7.4;0.01159;0.791;
J OCCUP HEALTH;1341-9145;1686;1.252;1.489;0.203;64;7.5;0.00315;0.427;
J OCUL PHARMACOL TH;1080-7683;1092;1.457;1.399;0.235;81;6.9;0.00252;0.369;
J OIL PALM RES;1511-2780;87;0.113;;0.000;7;;0.00022;;
J OPER MANAG;0272-6963;3029;3.238;4.178;0.645;31;7.9;0.00576;1.120;
J OPER RES SOC JPN;0453-4514;266;0.145;0.192;0.045;22;>10.0;0.00028;0.106;
J OPER RES SOC;0160-5682;4923;1.009;1.565;0.049;182;>10.0;0.00872;0.569;
J OPT COMMUN NETW;1943-0620;2;;;0.021;94;;0.00000;;
J OPT NETW;1536-5379;556;1.489;;0.368;38;3.0;0.00354;;
J OPTIMIZ THEORY APP;0022-3239;4199;0.996;1.294;0.163;141;>10.0;0.00914;0.655;
J OPTOELECTRON ADV M;1454-4164;1710;0.433;0.489;0.078;399;3.8;0.00619;0.115;
J ORAL MAXIL SURG;0278-2391;8986;1.580;1.881;0.229;424;8.9;0.01634;0.480;
J ORAL PATHOL MED;0904-2512;3198;2.144;2.194;0.385;117;8.8;0.00531;0.500;
J ORAL REHABIL;0305-182X;3546;1.483;1.700;0.142;113;7.9;0.00661;0.467;
J ORG CHEM;0022-3263;92992;4.219;3.994;0.981;1462;9.6;0.16332;1.049;
J ORG COMP ELECT COM;1091-9392;177;0.552;0.851;0.133;15;6.8;0.00044;0.289;
J ORGANOMET CHEM;0022-328X;26069;2.347;2.532;0.662;600;8.7;0.03676;0.542;
J OROFAC ORTHOP;1434-5293;388;0.890;;0.086;35;6.3;0.00112;;
J OROFAC PAIN;1064-6655;963;1.263;1.873;1.621;29;7.6;0.00166;0.504;
J ORTHOP RES;0736-0266;9974;3.112;3.385;0.463;246;7.9;0.02268;1.036;
J ORTHOP SCI;0949-2658;1170;1.027;1.045;0.083;120;6.2;0.00349;0.328;
J ORTHOP SPORT PHYS;0190-6011;2817;2.482;2.434;0.395;76;9.3;0.00499;0.623;
J ORTHOP TRAUMA;0890-5339;3936;1.777;2.291;0.283;127;8.0;0.00781;0.616;
J OTOLARYNGOL-HEAD N;1916-0216;1177;0.624;0.793;0.000;115;>10.0;0.00157;0.252;
J PAEDIATR CHILD H;1034-4810;2320;1.138;1.310;0.151;126;6.9;0.00629;0.408;
J PAIN SYMPTOM MANAG;0885-3924;4910;2.423;2.998;0.256;172;7.1;0.01173;0.875;
J PAIN;1526-5900;2773;3.778;4.219;0.942;120;3.7;0.01410;1.333;
J PALEOLIMNOL;0921-2728;2572;1.934;2.222;0.628;78;8.0;0.00547;0.679;
J PALLIAT CARE;0825-8597;742;0.825;1.145;0.333;30;9.5;0.00120;0.350;
J PALLIAT MED;1096-6218;1609;1.837;;0.450;100;4.2;0.00855;;
J PARALLEL DISTR COM;0743-7315;1736;1.135;1.148;0.069;87;7.7;0.00487;0.423;
J PARASITOL;0022-3395;7403;1.195;1.389;0.186;253;>10.0;0.00927;0.357;
J PATHOL;0022-3417;12210;6.466;5.609;1.215;177;6.8;0.03517;1.931;
J PEDIAT HEMATOL ONC;1077-4114;2441;1.022;1.321;0.088;205;6.2;0.00673;0.371;
J PEDIAT OPHTH STRAB;0191-3913;1086;0.627;0.903;0.045;66;>10.0;0.00135;0.286;
J PEDIAT-BRAZIL;0021-7557;1017;1.382;;0.309;81;4.6;0.00278;;
J PEDIATR ADOL GYNEC;1083-3188;573;0.895;;0.132;53;5.5;0.00187;;
J PEDIATR ENDOCR MET;0334-018X;1695;0.738;0.871;0.056;126;6.7;0.00443;0.249;
J PEDIATR GASTR NUTR;0277-2116;6185;2.183;2.300;0.362;221;7.0;0.01443;0.616;
J PEDIATR ONCOL NURS;1043-4542;398;1.029;;0.000;34;6.0;0.00111;;
J PEDIATR ORTHOP B;1060-152X;932;0.660;0.975;0.000;79;6.8;0.00262;0.312;
J PEDIATR ORTHOPED;0271-6798;4612;1.226;1.563;0.067;163;>10.0;0.00708;0.455;
J PEDIATR SURG;0022-3468;12400;1.430;1.613;0.166;512;9.0;0.02044;0.397;
J PEDIATR-US;0022-3476;22057;4.092;4.345;0.782;293;>10.0;0.04358;1.493;
J PEPT SCI;1075-2617;1609;1.807;1.872;0.367;109;4.7;0.00575;0.526;
J PERINAT MED;0300-5577;1421;1.736;1.513;0.286;105;6.4;0.00399;0.445;
J PERINAT NEONAT NUR;0893-2190;311;0.824;0.902;0.059;34;5.9;0.00083;0.229;
J PERINATOL;0743-8346;2506;1.593;;0.335;164;4.9;0.00996;;
J PERIODONTAL RES;0022-3484;2549;1.966;2.297;0.310;100;8.4;0.00489;0.618;
J PERIODONTOL;0022-3492;10313;2.192;2.488;0.278;237;8.9;0.01829;0.635;
J PERIPHER NERV SYST;1085-9489;842;3.623;3.371;0.147;34;4.7;0.00347;1.104;
J PEST SCI;1612-4758;183;0.818;0.815;0.100;50;4.0;0.00082;0.213;
J PESTIC SCI;1348-589X;525;0.869;0.939;0.000;42;7.0;0.00139;0.254;
J PHARM PHARM SCI;1482-1826;904;1.619;2.121;0.133;30;5.4;0.00272;0.544;
J PHARM PHARMACOL;0022-3573;6178;1.742;1.901;0.261;153;9.7;0.00980;0.465;
J PHARM SCI-US;0022-3549;13857;2.906;3.111;0.461;373;>10.0;0.02294;0.801;
J PHARMACEUT BIOMED;0731-7085;11458;2.453;2.524;0.442;360;5.4;0.02986;0.596;
J PHARMACOKINET PHAR;1567-567X;558;2.055;2.063;0.250;32;4.7;0.00208;0.624;
J PHARMACOL EXP THER;0022-3565;35121;4.093;4.009;0.880;465;8.5;0.07049;1.169;
J PHARMACOL SCI;1347-8613;2591;2.176;2.345;0.431;197;3.7;0.01245;0.638;
J PHASE EQUILIB DIFF;1547-7037;1046;0.415;0.572;0.142;113;8.7;0.00220;0.174;
J PHOTOCH PHOTOBIO A;1010-6030;10851;2.553;2.918;0.322;270;6.3;0.02760;0.761;
J PHOTOCH PHOTOBIO B;1011-1344;3952;1.871;2.114;0.299;117;9.7;0.00563;0.540;
J PHOTOCH PHOTOBIO C;1389-5567;1234;7.952;9.661;0.778;9;6.2;0.00366;2.980;
J PHOTOPOLYM SCI TEC;0914-9244;864;0.780;0.726;0.029;140;5.2;0.00272;0.198;
J PHYCOL;0022-3646;6480;2.270;2.801;0.217;138;>10.0;0.01187;0.886;
J PHYS CHEM A;1089-5639;46944;2.899;2.980;0.585;1825;5.8;0.14377;0.884;
J PHYS CHEM B;1520-6106;107337;3.471;4.581;0.658;2053;5.4;0.38438;1.399;
J PHYS CHEM C;1932-7447;25129;4.224;4.229;0.674;3045;2.0;0.14588;1.287;
J PHYS CHEM REF DATA;0047-2689;4492;2.093;3.817;0.846;13;>10.0;0.00411;1.567;
J PHYS CHEM SOLIDS;0022-3697;10115;1.189;1.269;0.243;255;>10.0;0.02077;0.434;
J PHYS ORG CHEM;0894-3230;2547;1.602;1.706;0.357;154;6.5;0.00600;0.432;
J PHYS THER SCI;0915-5287;79;0.184;;0.143;63;;0.00014;;
J PHYSIOL BIOCHEM;1138-7548;329;0.891;1.398;0.133;30;5.3;0.00090;0.326;
J PHYSIOL PHARMACOL;0867-5910;2064;1.489;2.350;0.199;146;4.1;0.00582;0.480;
J PHYSIOL SCI;1880-6546;214;1.125;1.138;0.268;56;2.5;0.00118;0.327;
J PHYSIOL-LONDON;0022-3751;45237;4.764;4.793;1.362;448;9.8;0.11008;1.911;
J PHYSIOL-PARIS;0928-4257;1469;1.776;2.845;0.088;34;7.7;0.00434;1.198;
J PHYTOPATHOL;0931-1785;1724;0.983;1.104;0.239;113;7.6;0.00403;0.336;
J PINEAL RES;0742-3098;3693;5.209;4.369;0.895;95;4.8;0.00844;0.831;
J PLANT BIOCHEM BIOT;0971-7811;158;0.323;0.462;0.070;43;5.9;0.00029;0.083;
J PLANT BIOL;1226-9239;358;0.851;0.638;0.141;78;3.8;0.00096;0.132;
J PLANT DIS PROTECT;1861-3829;272;0.346;0.416;0.065;46;4.0;0.00107;0.135;
J PLANT ECOL-UK;1752-9921;34;1.138;1.138;0.045;22;;0.00026;0.425;
J PLANT GROWTH REGUL;0721-7595;1125;2.438;2.494;0.194;36;7.3;0.00255;0.767;
J PLANT NUTR SOIL SC;1436-8730;1629;1.595;1.766;0.198;101;5.8;0.00528;0.545;
J PLANT NUTR;0190-4167;2755;0.512;0.868;0.076;144;>10.0;0.00336;0.216;
J PLANT PATHOL;1125-4653;532;0.974;1.280;0.113;97;4.3;0.00230;0.424;
J PLANT PHYSIOL;0176-1617;5493;2.500;2.725;0.464;192;7.5;0.01216;0.742;
J PLANT REGIST;1936-5209;108;0.564;0.564;0.145;62;1.8;0.00053;0.148;
J PLANT RES;0918-9440;1227;1.524;1.769;0.311;61;6.1;0.00401;0.579;
J PLAST FILM SHEET;8756-0879;118;0.500;0.615;0.000;5;7.5;0.00027;0.198;
J POLYM ENG;0334-6447;186;0.486;0.432;0.000;30;7.3;0.00049;0.124;
J POLYM ENVIRON;1566-2543;627;1.571;1.699;0.027;37;5.7;0.00188;0.468;
J POLYM MATER;0973-8622;282;0.394;0.436;0.083;12;7.0;0.00042;0.080;
J POLYM RES;1022-9760;591;1.364;1.375;0.186;86;4.2;0.00188;0.320;
J POLYM SCI POL CHEM;0887-624X;22907;3.971;3.578;0.860;628;5.7;0.05834;0.874;
J POLYM SCI POL PHYS;0887-6266;10171;1.586;1.998;0.229;240;8.8;0.02280;0.654;
J POROUS MAT;1380-2224;737;0.788;1.089;0.093;97;7.3;0.00181;0.311;
J PORPHYR PHTHALOCYA;1088-4246;1539;1.255;1.318;0.113;141;8.0;0.00252;0.291;
J POSTGRAD MED;0022-3859;906;1.389;;0.480;25;6.6;0.00179;;
J PROF NURS;8755-7223;577;0.755;1.173;0.128;39;6.1;0.00150;0.303;
J PROSTHET DENT;0022-3913;6680;1.215;1.509;0.119;101;>10.0;0.00705;0.408;
J PROTEOME RES;1535-3893;10352;5.132;5.359;0.958;497;2.9;0.05311;1.498;
J PROTEOMICS;1874-3919;312;3.851;3.894;0.977;129;1.2;0.00098;0.999;
J PSYCHIATR MENT HLT;1351-0126;1079;1.063;;0.140;107;5.6;0.00216;;
J PSYCHIATR NEUROSCI;1180-4882;1447;3.579;4.412;0.667;42;5.5;0.00483;1.312;
J PSYCHIATR RES;0022-3956;7140;3.723;4.041;1.114;123;>10.0;0.01421;1.283;
J PSYCHOPHARMACOL;0269-8811;2949;3.647;3.871;0.786;112;4.5;0.01024;1.074;
J PSYCHOPHYSIOL;0269-8803;603;2.488;2.922;0.062;16;6.0;0.00211;0.983;
J PSYCHOSOC NURS MEN;0279-3695;414;0.707;;0.091;66;8.5;0.00073;;
J PSYCHOSOM OBST GYN;0167-482X;790;1.197;1.645;0.175;40;8.5;0.00165;0.512;
J PSYCHOSOM RES;0022-3999;7834;2.908;3.243;0.952;126;7.8;0.01553;0.982;
J PUBLIC HEALTH DENT;0022-4006;738;0.961;1.069;0.195;41;9.2;0.00142;0.337;
J PUBLIC HEALTH POL;0197-5897;433;1.326;1.558;0.833;42;6.8;0.00136;0.628;
J PUBLIC HEALTH-UK;1741-3842;565;1.230;1.567;0.694;62;3.7;0.00363;0.529;
J PURE APPL ALGEBRA;0022-4049;2291;0.600;0.713;0.137;190;>10.0;0.01517;0.814;
J QUAL TECHNOL;0022-4065;2049;1.500;2.350;0.310;29;>10.0;0.00383;1.343;
J QUANT SPECTROSC RA;0022-4073;5386;1.862;1.856;0.641;181;6.8;0.01534;0.611;
J R SOC INTERFACE;1742-5689;1946;4.241;4.466;1.078;166;2.5;0.01440;1.760;
J R STAT SOC A STAT;0964-1998;1999;1.690;2.154;0.821;39;>10.0;0.00595;1.467;
J R STAT SOC B;1369-7412;11683;3.473;4.752;0.638;47;>10.0;0.02045;4.348;
J R STAT SOC C-APPL;0035-9254;2368;1.060;1.700;0.275;40;>10.0;0.00515;1.219;
J RADIAT RES;0449-3060;1032;2.034;1.706;0.211;76;5.3;0.00314;0.439;
J RADIOANAL NUCL CH;0236-5731;3416;0.631;0.652;0.109;513;6.8;0.00702;0.154;
J RADIOL PROT;0952-4746;475;1.054;1.200;0.642;53;5.1;0.00164;0.404;
J RADIOL;0221-0363;861;0.632;0.513;0.171;117;6.0;0.00131;0.078;
J RAMAN SPECTROSC;0377-0486;5274;3.147;2.837;0.461;323;5.5;0.01128;0.581;
J RAPID METH AUT MIC;1060-3999;146;0.525;0.589;0.049;41;5.2;0.00035;0.129;
J RARE EARTH;1002-0721;905;0.572;0.453;0.046;217;3.8;0.00354;0.109;
J RECEPT SIG TRANSD;1079-9893;488;1.517;1.992;0.108;37;5.7;0.00196;0.729;
J REHABIL MED;1650-1977;1960;1.882;3.027;0.716;162;5.0;0.00778;0.847;
J REHABIL RES DEV;0748-7711;1925;1.367;1.849;0.106;85;6.5;0.00509;0.514;
J REINF PLAST COMP;0731-6844;1271;0.763;0.933;0.048;210;5.8;0.00391;0.273;
J RENAL NUTR;1051-2276;846;1.949;1.975;0.427;75;4.3;0.00280;0.476;
J RENIN-ANGIO-ALDO S;1470-3203;487;1.968;1.693;0.152;33;4.6;0.00158;0.432;
J REPROD DEVELOP;0916-8818;1158;1.697;1.661;0.231;108;3.9;0.00410;0.380;
J REPROD IMMUNOL;0165-0378;1619;2.519;2.496;0.141;99;6.9;0.00377;0.666;
J REPROD MED;0024-7758;3332;0.696;0.930;0.136;110;>10.0;0.00567;0.300;
J RES NATL INST STAN;1044-677X;1840;0.800;1.102;0.200;25;>10.0;0.00218;0.508;
J RES PRACT INF TECH;1443-458X;105;0.500;0.752;0.043;23;4.4;0.00033;0.157;
J RHEUMATOL;0315-162X;20874;3.854;3.655;0.700;404;8.8;0.04608;1.212;
J ROY SOC MED;0141-0768;2646;1.402;1.190;0.693;75;>10.0;0.00461;0.386;
J ROY SOC NEW ZEAL;0303-6758;575;0.846;0.944;13.143;7;>10.0;0.00063;0.419;
J RUBBER RES;1511-1768;149;0.146;;0.053;19;>10.0;0.00013;;
J RURAL HEALTH;0890-765X;749;1.105;1.453;0.131;61;5.4;0.00298;0.503;
J S AFR VET ASSOC;0038-2809;506;0.224;0.336;0.000;34;>10.0;0.00035;0.080;
J SCHEDULING;1094-6136;605;1.265;1.833;0.162;37;6.3;0.00246;0.787;
J SCHOOL HEALTH;0022-4391;1643;1.953;2.210;0.072;83;6.5;0.00516;0.722;
J SCI COMPUT;0885-7474;1253;1.707;1.874;0.184;76;6.2;0.00686;1.039;
J SCI FOOD AGR;0022-5142;10326;1.386;1.674;0.152;362;10.0;0.01522;0.433;
J SENS STUD;0887-8250;688;1.059;1.158;0.039;51;9.2;0.00127;0.292;
J SEP SCI;1615-9306;5057;2.551;2.664;0.261;483;3.3;0.02228;0.677;
J SERB CHEM SOC;0352-5139;876;0.820;0.744;0.176;119;5.0;0.00251;0.177;
J SEX MED;1743-6095;4088;4.884;;0.634;374;2.3;0.01174;;
J SHOULDER ELB SURG;1058-2746;3671;1.934;2.074;0.144;139;7.0;0.00909;0.575;
J SIGNAL PROCESS SYS;1939-8018;77;0.533;0.578;0.151;93;;0.00024;0.127;
J SLEEP RES;0962-1105;2414;3.500;3.653;0.545;55;7.5;0.00655;1.216;
J SMALL ANIM PRACT;0022-4510;2353;0.965;1.174;0.339;115;>10.0;0.00351;0.312;
J SOC INF DISPLAY;1071-0922;809;1.033;;0.252;139;3.5;0.00347;;
J SOFTW MAINT EVOL-R;1532-060X;271;1.143;1.523;0.133;15;6.2;0.00087;0.484;
J SOLID STATE CHEM;0022-4596;16572;2.340;2.499;0.365;490;8.2;0.03862;0.726;
J SOLUTION CHEM;0095-9782;2405;1.342;1.400;0.248;121;>10.0;0.00511;0.455;
J SPAT SCI;1449-8596;41;0.364;;0.000;16;;0.00033;;
J SPEC PEDIATR NURS;1539-0136;118;0.500;;0.222;36;3.6;0.00045;;
J SPINAL CORD MED;1079-0268;840;1.395;1.458;0.846;52;5.3;0.00285;0.458;
J SPINAL DISORD TECH;1536-0652;2593;1.206;1.689;0.429;14;7.8;0.00669;0.586;
J SPORT EXERCISE PSY;0895-2779;2051;2.951;3.111;0.189;37;>10.0;0.00326;0.870;
J SPORT REHABIL;1056-6716;336;0.523;0.633;0.056;36;9.2;0.00057;0.187;
J STAT COMPUT SIM;0094-9655;721;0.500;0.517;0.114;88;10.0;0.00277;0.372;
J STAT PLAN INFER;0378-3758;2920;0.725;0.908;0.140;357;7.4;0.01700;0.623;
J STAT SOFTW;1548-7660;714;2.320;;0.190;42;4.3;0.00564;;
J STEROID BIOCHEM;0960-0760;8099;2.655;2.860;0.369;141;8.1;0.01816;0.833;
J STORED PROD RES;0022-474X;1251;1.248;1.469;0.174;46;8.9;0.00197;0.346;
J STRATEGIC INF SYST;0963-8687;615;2.212;2.531;0.214;14;7.6;0.00083;0.493;
J STRUCT BIOL;1047-8477;6307;3.673;3.925;0.636;154;6.1;0.03029;1.910;
J STRUCT CHEM+;0022-4766;1568;0.453;0.515;0.066;182;>10.0;0.00228;0.118;
J STUD ALCOHOL DRUGS;1937-1888;5927;2.065;2.769;0.291;127;9.0;0.01101;0.980;
J SUPERCOMPUT;0920-8542;373;0.687;0.664;0.138;58;5.2;0.00148;0.221;
J SUPERCRIT FLUID;0896-8446;3979;2.639;2.864;0.623;207;4.7;0.01063;0.608;
J SURF INVEST-X-RAY+;1027-4510;57;0.062;0.125;0.006;159;;0.00023;0.038;
J SURFACTANTS DETERG;1097-3958;420;0.795;0.871;0.205;44;6.5;0.00069;0.158;
J SURG ONCOL;0022-4790;5343;2.502;2.757;0.342;219;6.3;0.01460;0.767;
J SWINE HEALTH PROD;1537-209X;169;0.528;0.553;0.286;21;5.8;0.00040;0.130;
J SYMB COMPUT;0747-7171;1541;0.853;0.909;0.324;105;>10.0;0.00482;0.706;
J SYN ORG CHEM JPN;0037-9980;574;0.574;0.576;0.082;97;6.5;0.00151;0.157;
J SYNCHROTRON RADIAT;0909-0495;2770;1.994;2.829;0.790;119;6.1;0.01232;1.316;
J SYST ENG ELECTRON;1004-4132;195;0.269;;0.000;196;3.1;0.00038;;
J SYST EVOL;0529-1526;98;0.880;0.891;0.259;54;;0.00068;0.355;
J SYST PALAEONTOL;1477-2019;308;3.613;2.854;0.867;15;3.5;0.00328;1.772;
J SYST SCI COMPLEX;1009-6124;129;0.586;;0.055;55;2.8;0.00079;;
J SYST SCI SYST ENG;1004-3756;121;0.517;;0.000;27;5.1;0.00036;;
J SYST SOFTWARE;0164-1212;1806;1.340;1.290;0.132;167;5.7;0.00562;0.370;
J TELEMED TELECARE;1357-633X;1639;0.921;1.227;0.183;82;6.1;0.00355;0.267;
J TEXTURE STUD;0022-4901;1222;1.308;1.634;0.070;43;>10.0;0.00172;0.432;
