EMPLOYEE_ID	DESCRIPTION
1002252	I am a clinical psychologist who is primarily interested in providing psychotherapy to individuals and couples coping with mental health symptoms, life transitions and the diagnosis and treament of cancer.   My research interests include psychological sequelae of a cancer diagnosis.
1002340	I have been interested in community mental health and have published in the field of rural psychiatry.  I am currently interested in cognitive disorders and associated psychiatric syndromes in my work at the Cognitive Neurology and Alzheimer's Disease Center.  
1002357	Development of novel therapeutics; cancer signaling; cancer metabolism
1002357	Steven Rosen, MD, FACP, is Genevieve Teuton Professor of Medicine, at the Feinberg School of Medicine, Northwestern University and Director of the Robert H. Lurie Comprehensive Cancer Center of Northwestern University and Director of Cancer Programs at Northwestern Memorial Hospital.  Following his graduation with distinction from Northwestern University Medical School s Six-Year Honors Program in 1976, Dr. Rosen completed his residency in Internal Medicine at Northwestern and a fellowship in Medical Oncology at the National Cancer Institute. Dr. Rosen s laboratory research focuses on experimental therapeutics and hematologic malignancies.  Dr. Rosen has received numerous grants awards and contracts and has published more than 200 scientific papers.  As Director of the Cancer Center, Dr. Rosen has successfully competed for an NCI Cancer Center Support Grant, NCI grants for his laboratory research, an NCI RAID Contract grant for the development of a novel purine analog, and grants from the Leukemia and Lymphoma Society of America and the American Cancer Society. Dr. Rosen serves on several editorial boards and is editor of Cancer Treatment & Research.  He is a member of all major national associations that focus on oncology and has held leadership positions in the Eastern Cooperative Oncology Group, the American Association of Cancer Institutes and the National Comprehensive Cancer Network.  He serves on the advisory boards of several NCI-designated Cancer Centers, the Leukemia and Lymphoma Society of America, the Multiple Myeloma Research Foundation, the Lymphoma Research Foundation and the Wendy Will Cancer Research Foundation.  He has also served as an advisor to Great Britain s Cancer Research Campaign.  Dr. Rosen was the recipient of Northwestern University Medical School s Alumni Achievement Award (1994), the Martin Luther King Humanitarian Award from Northwestern Memorial Hospital (1995), the Marv Samuel Award from the Chicago Baseball Cancer Charities (1996) and recognition from the Women s Board of Northwestern Memorial Hospital for Compassionate Care (1996).  He is acknowledged in Best Doctors in America and Best Doctors in Chicago. 
1002413	transformation, mesothelioma, cyclins, phosphatases, apoptosis, transactivation 
1002417	Clinical research interests include pituitary disease leading to hypopituitarism or hormonal excess syndroms, such as acromegaly, hyperprolactinemia and Cushing's disease.  Basic research interests are focused on the growth hormone-IGF I axis.  Currently ongoing studies include the characterization of genetic GHRH receptor deficiency and the evaluation of tissue-specific growth hormone actions using a growth hormone receptor knockout model.
1002417	growth hormone, growth hormone action, growth hormone receptor, growth hormone binding protein, growth hormone releasing hormone receptor, insulin-like growth factor, growth, development, metabolism 
1002485	Dr. Rothke's clinical work and research involves professional issues in neuropsychology such as expert testimony, disability determination, competency evaluation (ability to work, manage finances, and manage personal affairs, and assessment of testamentary capacity), development of job modifications to accommodate a mental or emotional disability, evaluation of risk for violence and determination of fitness-for-duty, and assessment of malingering and exaggerated claims of impairment.   
1002521	learning and memory, multiple single-unit electrophysiology, behavior, classical conditioning, transgenic mice, knockout mice, alzheimer's disease, hippocampus, cerebellum, aging 
1002526	Research Interests: Comparative Anatomy of the Larynx                                     Neuromuscular Physiology of the Larynx                                      History of Medicine Clinical Interests:   Clinical Human Anatomy                                         Head & Neck Region
